game_pk,date,status,home_team,away_team,home_team_code,away_team_code,home_team_id,away_team_id,venue,doubleheader,day_night,home_pitcher_id,away_pitcher_id,home_runs,away_runs,innings,home_hits,away_hits,home_errors,away_errors,total_runs,run_difference,result
719361,2023-02-27,FINISHED,Houston Astros,Miami Marlins,HOU,MIA,117,146,The Ballpark of the Palm Beaches,False,day,666215.0,666200.0,3.0,4.0,[],,,,,7.0,-1.0,VISITANTE
719354,2023-02-27,FINISHED,Chicago Cubs,Cleveland Guardians,CHC,CLE,112,114,Sloan Park,False,day,592791.0,669456.0,4.0,12.0,[],,,,,16.0,-8.0,VISITANTE
719350,2023-02-27,FINISHED,Oakland Athletics,Colorado Rockies,OAK,COL,133,115,Hohokam Stadium,False,day,607968.0,663567.0,3.0,7.0,[],,,,,10.0,-4.0,VISITANTE
719352,2023-02-27,FINISHED,Cincinnati Reds,Texas Rangers,CIN,TEX,113,140,Goodyear Ballpark,False,day,668881.0,527048.0,2.0,13.0,[],,,,,15.0,-11.0,VISITANTE
719353,2023-02-27,FINISHED,Chicago White Sox,Seattle Mariners,,SEA,145,136,Camelback Ranch,False,day,669947.0,623167.0,10.0,1.0,[],,,,,11.0,9.0,LOCAL
719345,2023-02-27,FINISHED,Kansas City Royals,Milwaukee Brewers,KC,MIL,118,158,Surprise Stadium,False,day,425844.0,605288.0,4.0,10.0,[],,,,,14.0,-6.0,VISITANTE
719355,2023-02-27,FINISHED,Arizona Diamondbacks,Chicago Cubs,AZ,CHC,109,112,Salt River Fields at Talking Stick,False,day,694297.0,668873.0,3.0,0.0,[],,,,,3.0,3.0,LOCAL
719349,2023-02-27,FINISHED,San Diego Padres,Los Angeles Dodgers,SD,LAD,135,119,Peoria Stadium,False,day,622503.0,686752.0,6.0,7.0,[],,,,,13.0,-1.0,VISITANTE
719346,2023-02-27,FINISHED,Los Angeles Angels,San Francisco Giants,LAA,SF,108,137,Tempe Diablo Stadium,False,day,663776.0,657277.0,6.0,8.0,[],,,,,14.0,-2.0,VISITANTE
719362,2023-02-27,FINISHED,New York Yankees,Detroit Tigers,NYY,DET,147,116,George M. Steinbrenner Field,False,night,622663.0,689225.0,8.0,5.0,[],,,,,13.0,3.0,LOCAL
719466,2023-02-27,FINISHED,Arizona Diamondbacks,West Virginia Mountaineers,AZ,,109,5327,Salt River Fields at Talking Stick,False,night,,,6.0,0.0,[],,,,,6.0,6.0,LOCAL
719342,2023-02-28,FINISHED,Pittsburgh Pirates,Baltimore Orioles,PIT,BAL,134,110,LECOM Park,False,day,682847.0,680694.0,7.0,4.0,[],,,,,11.0,3.0,LOCAL
719334,2023-02-28,FINISHED,Washington Nationals,St. Louis Cardinals,WSH,STL,120,138,The Ballpark of the Palm Beaches,False,day,571578.0,669461.0,3.0,5.0,[],,,,,8.0,-2.0,VISITANTE
719343,2023-02-28,FINISHED,Philadelphia Phillies,Toronto Blue Jays,PHI,,143,141,BayCare Ballpark,False,day,554430.0,621244.0,7.0,2.0,[],,,,,9.0,5.0,LOCAL
719347,2023-02-28,FINISHED,Minnesota Twins,Atlanta Braves,MIN,ATL,142,144,Hammond Stadium,False,day,641816.0,666120.0,10.0,7.0,[],,,,,17.0,3.0,LOCAL
719341,2023-02-28,FINISHED,Tampa Bay Rays,New York Yankees,TB,NYY,139,147,The Stadium at the ESPN Wide World of Sports,False,day,605488.0,682044.0,12.0,0.0,[],,,,,12.0,12.0,LOCAL
719340,2023-02-28,FINISHED,Toronto Blue Jays,Detroit Tigers,,DET,141,116,TD Ballpark,False,day,605135.0,666214.0,6.0,4.0,[],,,,,10.0,2.0,LOCAL
719344,2023-02-28,FINISHED,New York Mets,Houston Astros,NYM,HOU,121,117,Clover Park,False,day,500779.0,677651.0,4.0,8.0,[],,,,,12.0,-4.0,VISITANTE
719338,2023-02-28,FINISHED,Cleveland Guardians,Kansas City Royals,CLE,KC,114,118,Goodyear Ballpark,False,day,663474.0,543475.0,6.0,12.0,[],,,,,18.0,-6.0,VISITANTE
719337,2023-02-28,FINISHED,Los Angeles Dodgers,Cincinnati Reds,LAD,CIN,119,113,Camelback Ranch,False,day,628711.0,666157.0,1.0,7.0,[],,,,,8.0,-6.0,VISITANTE
719335,2023-02-28,FINISHED,Oakland Athletics,Los Angeles Angels,OAK,LAA,133,108,Hohokam Stadium,False,day,660261.0,660271.0,5.0,11.0,[],,,,,16.0,-6.0,VISITANTE
719328,2023-02-28,FINISHED,San Francisco Giants,San Diego Padres,SF,SD,137,135,Scottsdale Stadium,False,day,502171.0,666130.0,5.0,7.0,[],,,,,12.0,-2.0,VISITANTE
719333,2023-02-28,FINISHED,Texas Rangers,Colorado Rockies,TEX,COL,140,115,Surprise Stadium,False,day,674003.0,596295.0,6.0,4.0,[],,,,,10.0,2.0,LOCAL
719329,2023-02-28,FINISHED,Seattle Mariners,Cleveland Guardians,SEA,CLE,136,114,Peoria Stadium,False,day,622491.0,671106.0,9.0,8.0,[],,,,,17.0,1.0,LOCAL
719339,2023-02-28,FINISHED,Arizona Diamondbacks,Chicago White Sox,AZ,,109,145,Salt River Fields at Talking Stick,False,day,605200.0,680692.0,1.0,4.0,[],,,,,5.0,-3.0,VISITANTE
719336,2023-02-28,FINISHED,Milwaukee Brewers,Chicago Cubs,MIL,CHC,158,112,American Family Fields of Phoenix,False,day,476594.0,592767.0,6.0,3.0,[],,,,,9.0,3.0,LOCAL
719348,2023-02-28,FINISHED,Miami Marlins,Boston Red Sox,MIA,,146,111,Roger Dean Chevrolet Stadium,False,night,669432.0,446372.0,2.0,7.0,[],,,,,9.0,-5.0,VISITANTE
719327,2023-03-01,FINISHED,Houston Astros,Boston Red Sox,HOU,,117,111,The Ballpark of the Palm Beaches,False,day,686613.0,542947.0,4.0,4.0,[],,,,,8.0,0.0,VISITANTE
719330,2023-03-01,FINISHED,Detroit Tigers,Pittsburgh Pirates,DET,PIT,116,134,Publix Field at Joker Marchant Stadium,False,day,666159.0,670912.0,8.0,7.0,[],,,,,15.0,1.0,LOCAL
719331,2023-03-01,FINISHED,Baltimore Orioles,Toronto Blue Jays,BAL,,110,141,Ed Smith Stadium,False,day,608344.0,579328.0,1.0,2.0,[],,,,,3.0,-1.0,VISITANTE
719324,2023-03-01,FINISHED,Minnesota Twins,Philadelphia Phillies,MIN,PHI,142,143,Hammond Stadium,False,day,641927.0,691725.0,4.0,4.0,[],,,,,8.0,0.0,VISITANTE
719332,2023-03-01,FINISHED,Atlanta Braves,Tampa Bay Rays,ATL,TB,144,139,CoolToday Park,False,day,445926.0,663556.0,3.0,3.0,[],,,,,6.0,0.0,VISITANTE
719323,2023-03-01,FINISHED,New York Yankees,Washington Nationals,NYY,WSH,147,120,George M. Steinbrenner Field,False,day,593334.0,676265.0,4.0,2.0,[],,,,,6.0,2.0,LOCAL
719326,2023-03-01,FINISHED,Miami Marlins,New York Mets,MIA,NYM,146,121,Roger Dean Chevrolet Stadium,False,day,645261.0,656731.0,4.0,8.0,[],,,,,12.0,-4.0,VISITANTE
719320,2023-03-01,FINISHED,Los Angeles Angels,Milwaukee Brewers,LAA,MIL,108,158,Tempe Diablo Stadium,False,day,681217.0,668674.0,4.0,3.0,[],,,,,7.0,1.0,LOCAL
719319,2023-03-01,FINISHED,Cincinnati Reds,Oakland Athletics,CIN,OAK,113,133,Goodyear Ballpark,False,day,668933.0,661309.0,14.0,14.0,[],,,,,28.0,0.0,VISITANTE
719325,2023-03-01,FINISHED,Chicago Cubs,Seattle Mariners,CHC,SEA,112,136,Sloan Park,False,day,669713.0,592662.0,5.0,3.0,[],,,,,8.0,2.0,LOCAL
719318,2023-03-01,FINISHED,San Francisco Giants,Arizona Diamondbacks,SF,AZ,137,109,Scottsdale Stadium,False,day,596001.0,686753.0,5.0,8.0,[],,,,,13.0,-3.0,VISITANTE
719313,2023-03-01,SCHEDULED,Texas Rangers,Los Angeles Dodgers,TEX,LAD,140,119,Surprise Stadium,False,day,571760.0,669160.0,,,[],,,,,0.0,0.0,SCHEDULED
719322,2023-03-01,SCHEDULED,Chicago White Sox,Cleveland Guardians,,CLE,145,114,Camelback Ranch,False,day,663436.0,650644.0,,,[],,,,,0.0,0.0,SCHEDULED
719321,2023-03-01,FINISHED,Colorado Rockies,Kansas City Royals,COL,KC,115,118,Salt River Fields at Talking Stick,False,day,663372.0,663903.0,6.0,8.0,[],,,,,14.0,-2.0,VISITANTE
719316,2023-03-01,SCHEDULED,San Diego Padres,Texas Rangers,SD,TEX,135,140,Peoria Stadium,False,day,607259.0,657248.0,,,[],,,,,0.0,0.0,SCHEDULED
719317,2023-03-02,FINISHED,Boston Red Sox,Philadelphia Phillies,,PHI,111,143,JetBlue Park,False,day,656557.0,663559.0,15.0,3.0,[],,,,,18.0,12.0,LOCAL
719314,2023-03-02,FINISHED,Detroit Tigers,Baltimore Orioles,DET,BAL,116,110,Publix Field at Joker Marchant Stadium,False,day,571510.0,680570.0,10.0,3.0,[],,,,,13.0,7.0,LOCAL
719311,2023-03-02,FINISHED,St. Louis Cardinals,Houston Astros,STL,HOU,138,117,Roger Dean Chevrolet Stadium,False,day,425794.0,664285.0,0.0,6.0,[],,,,,6.0,-6.0,VISITANTE
719307,2023-03-02,FINISHED,Tampa Bay Rays,Minnesota Twins,TB,MIN,139,142,Tropicana Field,False,day,621107.0,628317.0,2.0,4.0,[],,,,,6.0,-2.0,VISITANTE
719308,2023-03-02,FINISHED,Washington Nationals,Miami Marlins,WSH,MIA,120,146,The Ballpark of the Palm Beaches,False,day,669022.0,665795.0,5.0,5.0,[],,,,,10.0,0.0,VISITANTE
719310,2023-03-02,FINISHED,Pittsburgh Pirates,New York Yankees,PIT,NYY,134,147,LECOM Park,False,day,656605.0,656061.0,1.0,9.0,[],,,,,10.0,-8.0,VISITANTE
719309,2023-03-02,FINISHED,Toronto Blue Jays,Pittsburgh Pirates,,PIT,141,134,TD Ballpark,False,day,666201.0,672710.0,2.0,2.0,[],,,,,4.0,0.0,VISITANTE
719315,2023-03-02,FINISHED,New York Mets,Atlanta Braves,NYM,ATL,121,144,Clover Park,False,day,471911.0,663465.0,2.0,6.0,[],,,,,8.0,-4.0,VISITANTE
719304,2023-03-02,FINISHED,Kansas City Royals,Los Angeles Angels,KC,LAA,118,108,Surprise Stadium,False,day,594577.0,656353.0,8.0,4.0,[],,,,,12.0,4.0,LOCAL
719302,2023-03-02,FINISHED,Los Angeles Dodgers,Arizona Diamondbacks,LAD,AZ,119,109,Camelback Ranch,False,day,675627.0,669194.0,5.0,5.0,[],,,,,10.0,0.0,VISITANTE
719312,2023-03-02,FINISHED,Chicago Cubs,Oakland Athletics,CHC,OAK,112,133,Sloan Park,False,day,573186.0,676664.0,6.0,1.0,[],,,,,7.0,5.0,LOCAL
719301,2023-03-02,FINISHED,Cleveland Guardians,San Francisco Giants,CLE,SF,114,137,Goodyear Ballpark,False,day,615698.0,663941.0,4.0,3.0,[],,,,,7.0,1.0,LOCAL
719303,2023-03-02,FINISHED,Seattle Mariners,San Diego Padres,SEA,SD,136,135,Peoria Stadium,False,day,669302.0,607625.0,5.0,4.0,[],,,,,9.0,1.0,LOCAL
719305,2023-03-02,FINISHED,Colorado Rockies,Chicago White Sox,COL,,115,145,Salt River Fields at Talking Stick,False,day,663562.0,458681.0,4.0,6.0,[],,,,,10.0,-2.0,VISITANTE
719306,2023-03-02,FINISHED,Milwaukee Brewers,Texas Rangers,MIL,TEX,158,140,American Family Fields of Phoenix,False,day,669203.0,641540.0,4.0,7.0,[],,,,,11.0,-3.0,VISITANTE
719297,2023-03-03,FINISHED,Minnesota Twins,Boston Red Sox,MIN,,142,111,Hammond Stadium,False,day,543243.0,572020.0,4.0,9.0,[],,,,,13.0,-5.0,VISITANTE
719299,2023-03-03,FINISHED,Philadelphia Phillies,Detroit Tigers,PHI,DET,143,116,BayCare Ballpark,False,day,592836.0,593958.0,3.0,6.0,[],,,,,9.0,-3.0,VISITANTE
719296,2023-03-03,FINISHED,Houston Astros,Atlanta Braves,HOU,ATL,117,144,The Ballpark of the Palm Beaches,False,day,664353.0,693821.0,11.0,8.0,[],,,,,19.0,3.0,LOCAL
719294,2023-03-03,FINISHED,St. Louis Cardinals,Miami Marlins,STL,MIA,138,146,Roger Dean Chevrolet Stadium,False,day,571945.0,456501.0,8.0,3.0,[],,,,,11.0,5.0,LOCAL
719293,2023-03-03,FINISHED,Toronto Blue Jays,Tampa Bay Rays,,TB,141,139,TD Ballpark,False,day,592332.0,656876.0,7.0,6.0,[],,,,,13.0,1.0,LOCAL
719298,2023-03-03,FINISHED,New York Mets,Washington Nationals,NYM,WSH,121,120,Clover Park,False,day,453286.0,592866.0,6.0,11.0,[],,,,,17.0,-5.0,VISITANTE
719287,2023-03-03,FINISHED,Oakland Athletics,Kansas City Royals,OAK,KC,133,118,Hohokam Stadium,False,day,666205.0,641745.0,4.0,6.0,[],,,,,10.0,-2.0,VISITANTE
719286,2023-03-03,FINISHED,San Francisco Giants,Colorado Rockies,SF,COL,137,115,Scottsdale Stadium,False,day,543101.0,663567.0,3.0,2.0,[],,,,,5.0,1.0,LOCAL
719285,2023-03-03,FINISHED,Texas Rangers,San Francisco Giants,TEX,SF,140,137,Surprise Stadium,False,day,621368.0,640455.0,11.0,7.0,[],,,,,18.0,4.0,LOCAL
719291,2023-03-03,FINISHED,Chicago White Sox,Cincinnati Reds,,CIN,145,113,Camelback Ranch,False,day,656302.0,596133.0,6.0,4.0,[],,,,,10.0,2.0,LOCAL
719289,2023-03-03,FINISHED,Cleveland Guardians,Milwaukee Brewers,CLE,MIL,114,158,Goodyear Ballpark,False,day,668676.0,669060.0,7.0,4.0,[],,,,,11.0,3.0,LOCAL
719290,2023-03-03,FINISHED,Los Angeles Angels,Los Angeles Dodgers,LAA,LAD,108,119,Tempe Diablo Stadium,False,day,542881.0,664062.0,2.0,2.0,[],,,,,4.0,0.0,VISITANTE
719292,2023-03-03,FINISHED,Arizona Diamondbacks,Seattle Mariners,AZ,SEA,109,136,Salt River Fields at Talking Stick,False,day,518876.0,594835.0,3.0,6.0,[],,,,,9.0,-3.0,VISITANTE
719295,2023-03-03,FINISHED,Baltimore Orioles,Pittsburgh Pirates,BAL,PIT,110,134,Ed Smith Stadium,False,night,502043.0,592826.0,1.0,1.0,[],,,,,2.0,0.0,VISITANTE
719300,2023-03-03,FINISHED,New York Yankees,Detroit Tigers,NYY,DET,147,116,George M. Steinbrenner Field,False,night,543037.0,547179.0,3.0,5.0,[],,,,,8.0,-2.0,VISITANTE
719284,2023-03-03,FINISHED,San Diego Padres,Chicago Cubs,SD,CHC,135,112,Peoria Stadium,False,night,527054.0,657006.0,0.0,4.0,[],,,,,4.0,-4.0,VISITANTE
719282,2023-03-04,FINISHED,Boston Red Sox,Houston Astros,,HOU,111,117,JetBlue Park,False,day,601713.0,681869.0,4.0,4.0,[],,,,,8.0,0.0,VISITANTE
719276,2023-03-04,FINISHED,Washington Nationals,St. Louis Cardinals,WSH,STL,120,138,The Ballpark of the Palm Beaches,False,day,680686.0,671162.0,6.0,9.0,[],,,,,15.0,-3.0,VISITANTE
719281,2023-03-04,FINISHED,Detroit Tigers,Toronto Blue Jays,DET,,116,141,Publix Field at Joker Marchant Stadium,False,day,605513.0,571800.0,5.0,18.0,[],,,,,23.0,-13.0,VISITANTE
719277,2023-03-04,FINISHED,Philadelphia Phillies,Pittsburgh Pirates,PHI,PIT,143,134,BayCare Ballpark,False,day,605400.0,448179.0,4.0,3.0,[],,,,,7.0,1.0,LOCAL
719283,2023-03-04,FINISHED,Baltimore Orioles,Atlanta Braves,BAL,ATL,110,144,Ed Smith Stadium,False,day,669330.0,675911.0,2.0,3.0,[],,,,,5.0,-1.0,VISITANTE
719288,2023-03-04,FINISHED,Atlanta Braves,Minnesota Twins,ATL,MIN,144,142,CoolToday Park,False,day,608331.0,686973.0,7.0,5.0,[],,,,,12.0,2.0,LOCAL
719280,2023-03-04,FINISHED,New York Yankees,Tampa Bay Rays,NYY,TB,147,139,George M. Steinbrenner Field,False,day,622663.0,671737.0,10.0,14.0,[],,,,,24.0,-4.0,VISITANTE
719278,2023-03-04,FINISHED,Miami Marlins,New York Mets,MIA,NYM,146,121,Roger Dean Chevrolet Stadium,False,day,666200.0,434378.0,4.0,15.0,[],,,,,19.0,-11.0,VISITANTE
719273,2023-03-04,FINISHED,Chicago Cubs,Los Angeles Angels,CHC,LAA,112,108,Sloan Park,False,day,592791.0,672282.0,2.0,0.0,[],,,,,2.0,2.0,LOCAL
719271,2023-03-04,FINISHED,Cincinnati Reds,Kansas City Royals,CIN,KC,113,118,Goodyear Ballpark,False,day,656818.0,669169.0,6.0,12.0,[],,,,,18.0,-6.0,VISITANTE
719270,2023-03-04,FINISHED,Oakland Athletics,Cleveland Guardians,OAK,CLE,133,114,Hohokam Stadium,False,day,670124.0,669456.0,4.0,4.0,[],,,,,8.0,0.0,VISITANTE
719267,2023-03-04,FINISHED,San Francisco Giants,Arizona Diamondbacks,SF,AZ,137,109,Scottsdale Stadium,False,day,622072.0,677944.0,5.0,9.0,[],,,,,14.0,-4.0,VISITANTE
719275,2023-03-04,FINISHED,Chicago White Sox,Texas Rangers,,TEX,145,140,Camelback Ranch,False,day,669947.0,527048.0,5.0,4.0,[],,,,,9.0,1.0,LOCAL
719279,2023-03-04,FINISHED,Arizona Diamondbacks,San Diego Padres,AZ,SD,109,135,Salt River Fields at Talking Stick,False,day,694297.0,663753.0,4.0,5.0,[],,,,,9.0,-1.0,VISITANTE
719269,2023-03-04,FINISHED,Seattle Mariners,Colorado Rockies,SEA,COL,136,115,Peoria Stadium,False,day,669923.0,607536.0,1.0,7.0,[],,,,,8.0,-6.0,VISITANTE
719274,2023-03-04,FINISHED,Milwaukee Brewers,San Francisco Giants,MIL,SF,158,137,American Family Fields of Phoenix,False,day,642547.0,657277.0,14.0,2.0,[],,,,,16.0,12.0,LOCAL
730650,2023-03-04,FINISHED,Oakland Athletics,Cincinnati Reds,OAK,CIN,133,113,Las Vegas Ballpark,False,day,607968.0,668881.0,9.0,10.0,[],,,,,19.0,-1.0,VISITANTE
719272,2023-03-04,FINISHED,Kansas City Royals,Los Angeles Dodgers,KC,LAD,118,119,Surprise Stadium,False,night,425844.0,686752.0,6.0,7.0,[],,,,,13.0,-1.0,VISITANTE
719266,2023-03-05,FINISHED,Houston Astros,Washington Nationals,HOU,WSH,117,120,The Ballpark of the Palm Beaches,False,day,677651.0,571578.0,6.0,2.0,[],,,,,8.0,4.0,LOCAL
719263,2023-03-05,FINISHED,St. Louis Cardinals,New York Mets,STL,NYM,138,121,Roger Dean Chevrolet Stadium,False,day,656756.0,673540.0,1.0,7.0,[],,,,,8.0,-6.0,VISITANTE
719261,2023-03-05,FINISHED,Tampa Bay Rays,Baltimore Orioles,TB,BAL,139,110,Tropicana Field,False,day,630023.0,680694.0,2.0,5.0,[],,,,,7.0,-3.0,VISITANTE
719264,2023-03-05,FINISHED,Minnesota Twins,Detroit Tigers,MIN,DET,142,116,Hammond Stadium,False,day,641154.0,666214.0,6.0,2.0,[],,,,,8.0,4.0,LOCAL
719262,2023-03-05,FINISHED,Pittsburgh Pirates,Minnesota Twins,PIT,MIN,134,142,LECOM Park,False,day,664141.0,641816.0,5.0,2.0,[],,,,,7.0,3.0,LOCAL
719268,2023-03-05,FINISHED,Boston Red Sox,Miami Marlins,,MIA,111,146,JetBlue Park,False,day,446372.0,669432.0,4.0,1.0,[],,,,,5.0,3.0,LOCAL
