team,SO,BB,HR,H,R,ER,IP,G,GS,BABIP,ERA,WHIP,K_per_9,runs_allowed_per_game,HR_per_9,BB_per_9,bullpen_era,bullpen_whip
Kansas City,1298,574,182,1318,758,703,1350.8999999999999,664,161,0.2938148148148148,4.6835443037974684,1.4005477829595085,8.647568287808129,1.141566265060241,1.2125249833444371,3.8241172551632245,4.246509388541165,1.3224201572781256
Los Angeles,2699,952,305,2185,1177,1059,2535.1,1300,292,0.3198032786885246,3.7596150053252337,1.2374265314977713,9.581870537651374,0.9053846153846153,1.0827975227801665,3.3797483333990774,3.8311688311688314,1.3041125541125542
Miami,1148,434,128,1049,564,498,1167.3,568,142,0.31346153846153846,3.8396299151888975,1.27045318255804,8.851195065535853,0.9929577464788732,0.9868928296067849,3.3461835003855054,4.311140408701384,1.3293781586464513
Milwaukee,1519,487,152,1092,570,515,1342.3,596,166,0.3407241379310345,3.4530283841168146,1.1763391194218877,10.184757505773673,0.9563758389261745,1.0191462415257393,3.265290918572599,4.243652656283337,1.3356091316407084
Minnesota,998,352,180,1045,600,550,1064.4,555,115,0.2741153846153846,4.650507328072153,1.3124765125892521,8.438556933483651,1.0810810810810811,1.5219842164599773,2.976324689966178,4.093284304238436,1.2870137410489644
New York,2691,848,333,2108,1138,1027,2449.2,1129,302,0.2924259259259259,3.7738853503184715,1.2069247101094236,9.888535031847134,1.007971656333038,1.2236648701616855,3.1161195492405684,3.5526315789473686,1.2287775891341257
Oakland,1227,395,172,1251,630,589,1322.8,584,156,0.29295238095238096,4.007408527366193,1.244330208648322,8.348200786211068,1.0787671232876712,1.1702449349863926,2.6874811006954946,4.250878734622145,1.2631810193321618
Philadelphia,1224,392,156,1090,582,540,1169.8,581,126,0.2889629629629629,4.15455633441614,1.2668832279022055,9.416994358009916,1.0017211703958693,1.2002051632757738,3.0159001538724572,3.9922694643843184,1.3491625253083013
Pittsburgh,1050,503,171,1118,674,637,1086.6,567,133,0.30996153846153846,5.276090557702927,1.4918093134548134,8.696852567642187,1.1887125220458554,1.4163445610160135,4.166206515737162,4.819403611927761,1.4342713145737085
San Diego,1447,487,190,1211,659,606,1358.3,734,154,0.2921851851851852,4.015313259221085,1.2500920267982036,9.587719944047707,0.8978201634877384,1.2589265994257528,3.2268276522123243,3.801308744794765,1.2908982748364068
San Francisco,1376,398,140,1219,565,498,1404.0,701,167,0.2997692307692308,3.1923076923076925,1.1517094017094016,8.820512820512821,0.8059914407988588,0.8974358974358975,2.551282051282051,3.0136746143057507,1.1483169705469847
Seattle,1109,420,171,1135,625,581,1193.0,559,149,0.2534444444444444,4.383067896060352,1.3034367141659682,8.366303436714166,1.118067978533095,1.2900251466890194,3.1684828164291705,4.171376893511192,1.2864571557766222
St. Louis,1053,487,119,993,558,520,1160.6,641,118,0.3269615384615384,4.032397036015854,1.2752024814750993,8.165603997932104,0.8705148205928237,0.9227985524728589,3.77649491642254,4.211081794195251,1.3421284080914688
Tampa Bay,1147,325,149,1047,545,500,1140.3,510,136,0.31203846153846154,3.946329913180742,1.2031921424186618,9.052880820836622,1.0686274509803921,1.1760063141278612,2.5651144435674826,3.420550038197097,1.1631016042780749
Texas,993,409,202,1157,673,629,1155.1,517,135,0.2722,4.900874383170288,1.3557267769024328,7.736992468184574,1.3017408123791103,1.5738897065189161,3.186737079040776,4.2661642205474015,1.3486711622372074
Toronto,1219,389,178,1039,545,503,1147.1,510,150,0.27419230769230774,3.946473716328132,1.2448783889809085,9.564118211141139,1.0686274509803921,1.3965652515037923,3.0520442855897483,4.156626506024097,1.3177710843373496
Washington,947,417,182,1040,634,583,1020.6,563,115,0.30760000000000004,5.141093474426808,1.427591612776798,8.350970017636683,1.1261101243339253,1.6049382716049383,3.677248677248677,5.469129800680602,1.5021876519202721
