name,Age,team,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,ERA,WHIP,BABIP,K_per_9,pitcher_id,season
Zach Eflin,29,Tampa Bay,32,32,16.0,9.0,,182.2,167,74,74,26,189,21,3.65,1.057,0.3,9.3,621107,2023
Bryce Elder,24,Atlanta,32,32,12.0,5.0,,177.1,165,85,80,64,132,21,4.06,1.291,0.277,6.7,693821,2023
Mason Englert,23,Detroit,31,1,4.0,3.0,,56.0,67,39,34,17,41,12,5.46,1.5,0.307,6.6,669438,2023
Nathan Eovaldi,33,Texas,31,31,17.0,5.0,,180.2,148,71,70,57,173,18,3.49,1.135,0.276,8.6,543135,2023
Lucas Erceg,28,Oakland,50,0,4.0,4.0,,55.0,51,33,29,36,68,1,4.75,1.582,0.357,11.1,668674,2023
Eduardo Escobar,34,Los Angeles,3,0,,,,3.2,2,2,1,1,0,0,2.45,0.818,0.143,0.0,500871,2023
Jose Espada,26,San Diego,1,0,,,,1.0,0,0,0,2,2,0,0.0,2.0,0.0,18.0,664744,2023
Paolo Espino,36,Washington,3,0,,,,4.0,14,11,11,3,3,1,24.75,4.25,0.619,6.8,502179,2023
Joey Estes,21,Oakland,2,2,,1.0,,10.0,12,9,8,2,7,4,7.2,1.4,0.258,6.3,683155,2023
Carlos Est\xc3\xa9vez,30,Los Angeles,63,0,5.0,5.0,31.0,62.1,62,34,27,31,78,7,3.9,1.492,0.346,11.3,608032,2023
Jeremiah Estrada,24,Chicago,12,0,,,,10.2,12,8,8,12,13,4,6.75,2.25,0.296,11.0,669093,2023
Alex Faedo,27,Detroit,15,12,2.0,5.0,,64.2,48,35,32,20,58,12,4.45,1.052,0.211,8.1,656412,2023
Pete Fairbanks,29,Tampa Bay,49,0,2.0,4.0,25.0,45.1,26,14,13,20,68,3,2.58,1.015,0.261,13.5,664126,2023
Bailey Falter,26,"Philadelphia,Pittsburgh",18,14,2.0,9.0,,80.2,94,55,48,20,60,17,5.36,1.413,0.308,6.7,663559,2023
Jeurys Familia,33,Oakland,14,0,,1.0,2.0,12.2,13,12,9,13,9,2,6.39,2.053,0.289,6.4,544727,2023
Jake Faria,29,Boston,1,0,,,,2.0,4,5,5,4,3,0,22.5,4.0,0.571,13.5,607188,2023
Buck Farmer,32,Cincinnati,71,0,4.0,5.0,3.0,75.0,58,36,35,29,70,11,4.2,1.16,0.244,8.4,571656,2023
Calvin Faucher,27,Tampa Bay,17,4,1.0,1.0,,25.2,31,20,20,12,25,4,7.01,1.675,0.346,8.8,676534,2023
Angel Felipe,25,Oakland,14,0,1.0,1.0,,15.0,6,7,7,13,19,0,4.2,1.267,0.194,11.4,665734,2023
Ryan Feltner,26,Colorado,10,10,2.0,4.0,,43.1,45,29,28,28,38,2,5.82,1.685,0.328,7.9,663372,2023
Caleb Ferguson,26,Los Angeles,70,7,7.0,4.0,3.0,62.2,64,30,23,24,72,4,3.3,1.404,0.353,10.3,657571,2023
Jose A. Ferrer,23,Washington,39,0,3.0,,,34.0,37,19,19,13,25,4,5.03,1.471,0.333,6.6,678606,2023
Matt Festa,30,Seattle,8,0,,,,9.0,4,4,4,12,13,1,4.0,1.778,0.176,13.0,670036,2023
Kyle Finnegan,31,Washington,67,0,7.0,5.0,28.0,69.1,66,33,29,24,63,11,3.76,1.298,0.294,8.2,640448,2023
Jack Flaherty,27,"Baltimore,St. Louis",30,27,8.0,9.0,,146.1,164,84,81,69,149,17,4.98,1.592,0.357,9.2,656427,2023
Josh Fleming,27,Tampa Bay,12,3,2.0,,,51.2,56,29,27,19,25,9,4.7,1.452,0.28,4.4,676596,2023
Chris Flexen,28,"Colorado,Seattle",29,16,2.0,8.0,,102.1,133,81,78,38,74,25,6.86,1.671,0.333,6.5,623167,2023
Dylan Floro,32,"Miami,Minnesota",62,0,5.0,6.0,7.0,56.2,70,34,30,17,58,3,4.76,1.535,0.401,9.2,571670,2023
Jason Foley,27,Detroit,70,0,3.0,3.0,7.0,69.0,65,21,20,15,55,2,2.61,1.159,0.31,7.2,671345,2023
Mike Ford,30,Seattle,2,0,,,,2.0,5,4,4,1,0,2,18.0,3.0,0.333,0.0,645801,2023
J.P. France,28,Houston,26,23,11.0,6.0,,139.1,144,68,62,49,103,19,4.0,1.385,0.296,6.7,641585,2023
Bowden Francis,27,Toronto,20,0,1.0,,1.0,36.1,22,7,7,8,35,5,1.73,0.826,0.195,8.7,670102,2023
Kyle Freeland,30,Colorado,29,29,6.0,14.0,,155.2,187,96,87,42,94,29,5.03,1.471,0.312,5.4,607536,2023
Luis Fr\xc3\xadas,25,Arizona,36,0,1.0,,,37.2,33,18,15,20,34,5,3.58,1.407,0.267,8.1,666818,2023
Max Fried,29,Atlanta,15,15,8.0,1.0,,81.2,76,27,25,22,83,8,2.76,1.2,0.313,9.1,608331,2023
David Fry,27,Cleveland,2,0,,,,5.0,10,7,7,1,0,3,12.6,2.2,0.318,0.0,681807,2023
Shintaro Fujinami,29,"Baltimore,Oakland",64,7,7.0,8.0,2.0,79.0,73,65,63,45,83,9,7.18,1.494,0.3,9.5,660261,2023
Carson Fulmer,29,Los Angeles,3,1,1.0,1.0,,10.0,6,3,3,4,6,1,2.7,1.0,0.185,5.4,608334,2023
Michael Fulmer,30,Chicago,58,1,3.0,5.0,2.0,57.0,48,29,28,28,65,7,4.42,1.333,0.304,10.3,605242,2023
Kody Funderburk,26,Minnesota,11,0,2.0,,,12.0,6,1,1,5,19,1,0.75,0.917,0.238,14.3,681892,2023
Hunter Gaddis,25,Cleveland,11,7,2.0,1.0,,42.0,41,21,21,14,24,6,4.5,1.31,0.261,5.1,683769,2023
Matt Gage,30,Houston,5,0,,,,6.2,6,2,2,3,8,1,2.7,1.35,0.357,10.8,657424,2023
Giovanny Gallegos,31,St. Louis,56,0,2.0,4.0,10.0,55.0,54,28,27,12,59,11,4.42,1.2,0.297,9.7,606149,2023
Zac Gallen,27,Arizona,40,40,19.0,12.0,,243.2,219,104,98,61,244,28,3.62,1.149,0.295,9.0,668678,2023
Deivi Garc\xc3\xada,24,"Chicago,New York",8,0,,1.0,1.0,15.0,9,9,4,12,10,2,2.4,1.4,0.167,6.0,665620,2023
Luis Garcia,36,San Diego,61,0,2.0,3.0,,59.2,59,30,27,24,53,6,4.07,1.391,0.301,8.0,472610,2023
Luis Garcia,26,Houston,6,6,2.0,2.0,,27.0,25,12,12,10,31,3,4.0,1.296,0.319,10.3,677651,2023
Rico Garcia,29,"Oakland,Washington",10,0,,,,11.2,19,12,12,6,10,5,9.26,2.143,0.359,7.7,670329,2023
Robert Garcia,27,"Miami,Washington",25,0,2.0,2.0,,32.0,26,16,13,12,33,3,3.66,1.188,0.303,9.3,676395,2023
Yimi Garc\xc3\xada,32,Toronto,74,0,3.0,4.0,3.0,67.1,67,35,30,16,82,8,4.01,1.233,0.343,11.0,554340,2023
Amir Garrett,31,Kansas City,27,0,,1.0,,24.1,22,11,9,20,28,4,3.33,1.726,0.305,10.4,607237,2023
Braxton Garrett,25,Miami,32,31,9.0,8.0,,162.2,157,70,67,30,161,20,3.71,1.15,0.304,8.9,666129,2023
Reed Garrett,30,"Baltimore,New York",11,0,1.0,,,19.2,22,14,14,7,16,3,6.41,1.475,0.317,7.3,657585,2023
Justin Garza,29,Boston,17,1,,2.0,,18.1,22,17,15,12,17,3,7.36,1.855,0.328,8.3,621057,2023
Kevin Gausman,32,Toronto,32,32,12.0,10.0,,189.0,166,75,68,58,242,21,3.24,1.185,0.32,11.5,592332,2023
Domingo Germ\xc3\xa1n,30,New York,20,19,5.0,7.0,,108.2,83,61,55,34,114,20,4.56,1.077,0.233,9.4,593334,2023
Ian Gibaut,29,Cincinnati,74,0,8.0,4.0,3.0,75.2,69,33,28,28,69,8,3.33,1.282,0.295,8.2,664139,2023
Kyle Gibson,35,Baltimore,34,33,15.0,9.0,,195.0,199,102,102,56,158,24,4.71,1.308,0.307,7.3,502043,2023
Logan Gilbert,26,Seattle,32,32,13.0,7.0,,190.2,169,82,79,36,189,29,3.73,1.075,0.274,8.9,669302,2023
Tyler Gilbert,29,Arizona,11,0,,2.0,,17.1,21,10,10,5,19,2,5.19,1.5,0.413,9.9,656457,2023
Logan Gillaspie,26,Baltimore,11,0,,1.0,,9.0,14,7,6,5,8,2,6.0,2.111,0.4,8.0,670810,2023
Kevin Ginkel,29,Arizona,70,0,10.0,1.0,4.0,77.0,49,24,18,28,85,3,2.1,1.0,0.253,9.9,656464,2023
Lucas Giolito,28,"Chicago,Cleveland,Los Angeles",33,33,8.0,15.0,,184.1,169,110,100,73,204,41,4.88,1.313,0.275,10.0,608337,2023
Sawyer Gipson-Long,25,Detroit,4,4,1.0,,,20.0,14,7,6,8,26,2,2.7,1.1,0.261,11.7,687830,2023
Mychal Givens,33,Baltimore,6,0,,1.0,,4.0,4,6,5,6,2,0,11.25,2.5,0.308,4.5,571710,2023
Tyler Glasnow,29,Tampa Bay,22,22,10.0,8.0,,125.0,99,56,50,42,170,13,3.6,1.128,0.3,12.2,607192,2023
Austin Gomber,29,Colorado,27,27,9.0,9.0,,139.0,164,88,85,43,87,26,5.5,1.489,0.314,5.6,596295,2023
Yoendrys G\xc3\xb3mez,23,New York,1,0,,,,2.0,1,0,0,0,4,0,0.0,0.5,0.333,18.0,672782,2023
Tony Gonsolin,29,Los Angeles,20,20,8.0,5.0,,103.0,86,61,57,40,82,19,4.98,1.223,0.235,7.2,664062,2023
Marco Gonzales,31,Seattle,10,10,4.0,1.0,,50.0,55,32,29,18,34,5,5.22,1.46,0.316,6.1,594835,2023
Chi Chi Gonz\xc3\xa1lez,31,Miami,3,0,,,,3.2,7,3,3,1,3,1,7.36,2.182,0.429,7.4,592346,2023
Victor Gonz\xc3\xa1lez,27,Los Angeles,34,1,3.0,3.0,,33.2,27,15,15,10,30,2,4.01,1.099,0.278,8.0,624647,2023
MacKenzie Gore,24,Washington,27,27,7.0,10.0,,136.1,134,71,67,57,151,27,4.42,1.401,0.31,10.0,669022,2023
Trevor Gott,30,"New York,Seattle",64,0,,5.0,1.0,58.0,63,34,27,19,62,4,4.19,1.414,0.345,9.6,641627,2023
Brusdar Graterol,24,Los Angeles,70,1,4.0,2.0,7.0,70.1,54,14,9,13,50,3,1.15,0.953,0.258,6.4,660813,2023
Kendall Graveman,32,"Chicago,Houston",68,0,5.0,6.0,8.0,66.1,51,27,23,36,66,9,3.12,1.312,0.256,9.0,608665,2023
Jon Gray,31,Texas,32,29,10.0,8.0,,163.0,153,76,73,55,150,22,4.03,1.276,0.299,8.3,592351,2023
Josiah Gray,25,Washington,30,30,8.0,13.0,,159.0,152,72,69,80,143,22,3.91,1.459,0.293,8.1,680686,2023
Sonny Gray,33,Minnesota,34,34,9.0,9.0,,193.0,169,64,61,58,195,10,2.84,1.176,0.303,9.1,543243,2023
Chad Green,32,Toronto,13,0,3.0,,,13.1,12,10,7,4,17,1,4.73,1.2,0.324,11.5,643338,2023
Hunter Greene,23,Cincinnati,22,22,4.0,7.0,,112.0,111,65,60,48,152,19,4.82,1.42,0.342,12.2,668881,2023
Shane Greene,34,Chicago,2,0,,,,3.0,2,0,0,2,3,0,0.0,1.333,0.286,9.0,572888,2023
Zack Greinke,39,Kansas City,30,27,2.0,15.0,,142.1,158,82,80,23,97,25,5.06,1.272,0.3,6.1,425844,2023
Michael Grove,26,Los Angeles,20,12,2.0,3.0,,71.0,84,48,48,21,75,13,6.08,1.479,0.357,9.5,675627,2023
Javy Guerra,27,"Milwaukee,Tampa Bay",17,2,,,,19.1,17,13,13,22,14,2,6.05,2.017,0.263,6.5,642770,2023
Luis Guillorme,28,New York,1,0,,,,1.0,1,0,0,0,0,0,0.0,1.0,0.25,0.0,641645,2023
Josh Hader,29,San Diego,61,0,2.0,3.0,33.0,56.1,32,11,8,30,85,3,1.28,1.101,0.269,13.6,623352,2023
DL Hall,24,Baltimore,20,0,3.0,,,22.2,19,8,7,6,29,2,2.78,1.103,0.304,11.5,669084,2023
Ian Hamilton,28,New York,39,3,3.0,2.0,2.0,58.0,45,19,17,26,69,2,2.64,1.224,0.309,10.7,641656,2023
Emerson Hancock,24,Seattle,3,3,,,,12.0,13,6,6,3,6,1,4.5,1.333,0.308,4.5,676106,2023
Brad Hand,33,"Atlanta,Colorado",61,0,5.0,3.0,1.0,54.2,55,34,34,23,61,7,5.6,1.427,0.343,10.0,543272,2023
Brenan Hanifee,25,Detroit,3,0,,,,5.0,8,3,3,0,3,1,5.4,1.6,0.368,5.4,669724,2023
Hobie Harris,30,Washington,16,0,,,,19.1,21,12,11,13,9,2,5.12,1.759,0.288,4.2,665048,2023
Hogan Harris,26,Oakland,14,6,3.0,6.0,,63.0,67,51,50,28,56,10,7.14,1.508,0.308,8.0,663687,2023
Josh Harrison,35,Philadelphia,2,0,,,,1.2,8,5,5,2,0,0,27.0,6.0,0.615,0.0,543281,2023
Kyle Harrison,21,San Francisco,7,7,1.0,1.0,,34.2,29,19,16,11,35,8,4.15,1.154,0.236,9.1,690986,2023
Geoff Hartlieb,29,Miami,2,0,,,,4.0,2,1,1,3,3,1,2.25,1.25,0.111,6.8,664129,2023
Grant Hartwig,25,New York,28,0,5.0,2.0,,35.1,34,23,19,15,30,3,4.84,1.387,0.298,7.6,701643,2023
Hunter Harvey,28,Washington,57,0,4.0,4.0,10.0,60.2,44,21,19,13,67,7,2.82,0.94,0.253,9.9,640451,2023
Thomas Hatch,28,"Pittsburgh,Toronto",18,2,1.0,1.0,,28.2,33,18,13,12,26,2,4.08,1.57,0.36,8.2,641672,2023
Brent Headrick,25,Minnesota,14,0,3.0,,1.0,25.2,27,18,18,10,30,7,6.31,1.442,0.303,10.5,687396,2023
Andrew Heaney,32,Texas,39,31,11.0,6.0,,158.1,154,79,73,64,155,23,4.15,1.377,0.301,8.8,571760,2023
Taylor Hearn,28,"Atlanta,Kansas City,Texas",13,0,,,,15.0,23,19,19,8,15,4,11.4,2.067,0.388,9.0,621368,2023
Jonathan Heasley,26,Kansas City,12,0,,,,15.0,17,13,12,2,9,5,7.2,1.267,0.261,5.4,669169,2023
Austin Hedges,30,Texas,4,0,,,,3.2,5,2,2,0,1,1,4.91,1.364,0.308,2.5,595978,2023
Ben Heller,31,Atlanta,19,0,,,,18.2,16,9,8,11,16,2,3.86,1.446,0.275,7.7,621294,2023
Ryan Helsley,28,St. Louis,33,0,3.0,4.0,14.0,36.2,22,11,10,17,52,1,2.45,1.064,0.28,12.8,664854,2023
Heath Hembree,34,Tampa Bay,1,0,,,,1.1,0,0,0,1,2,0,0.0,0.75,0.0,13.5,592390,2023
Kyle Hendricks,33,Chicago,24,24,6.0,8.0,,137.0,138,68,57,27,93,13,3.74,1.204,0.284,6.1,543294,2023
Liam Hendriks,34,Chicago,5,0,2.0,,1.0,5.0,4,3,3,1,3,1,5.4,1.0,0.2,5.4,521230,2023
Tommy Henry,25,Arizona,17,16,5.0,4.0,,89.0,86,42,41,35,64,12,4.15,1.36,0.278,6.5,674072,2023
Sam Hentges,26,Cleveland,56,0,3.0,2.0,,52.1,53,24,21,18,56,2,3.61,1.357,0.347,9.6,656529,2023
Jimmy Herget,29,Los Angeles,29,1,2.0,4.0,,29.0,33,15,15,8,26,7,4.66,1.414,0.31,8.1,623474,2023
Kevin Herget,32,Cincinnati,14,0,1.0,2.0,1.0,24.1,26,14,14,6,13,4,5.18,1.315,0.275,4.8,643361,2023
Carlos Hern\xc3\xa1ndez,26,Kansas City,67,4,1.0,10.0,4.0,70.0,62,43,41,31,77,10,5.27,1.329,0.287,9.9,672578,2023
Daysbel Hern\xc3\xa1ndez,26,Atlanta,5,0,1.0,,,4.2,6,3,3,4,6,1,5.79,2.143,0.417,11.6,678226,2023
Jonathan Hern\xc3\xa1ndez,26,Texas,33,0,1.0,2.0,,31.2,35,20,19,15,34,4,5.4,1.579,0.348,9.7,642546,2023
Jose Hernandez,25,Pittsburgh,50,0,1.0,3.0,,50.2,47,30,28,22,62,9,4.97,1.362,0.299,11.0,669796,2023
Nick Hernandez,28,San Diego,2,0,,,,3.0,3,4,4,4,5,1,12.0,2.333,0.333,15.0,663321,2023
Yonny Hern\xc3\xa1ndez,25,Los Angeles,1,0,,,,1.0,1,0,0,0,0,0,0.0,1.0,0.25,0.0,660634,2023
Jos\xc3\xa9 Herrera,26,Arizona,2,0,,,,2.0,4,2,2,0,0,0,9.0,2.0,0.4,0.0,645444,2023
Tim Herrin,26,Cleveland,23,0,1.0,1.0,,27.2,29,18,17,12,32,3,5.53,1.482,0.371,10.4,682120,2023
Jordan Hicks,26,"St. Louis,Toronto",66,0,3.0,9.0,12.0,66.2,58,30,24,34,83,4,3.24,1.38,0.325,11.2,663855,2023
Garrett Hill,27,Detroit,9,0,,,1.0,15.2,19,20,16,14,14,4,9.19,2.106,0.326,8.0,682051,2023
Rich Hill,43,"Pittsburgh,San Diego",32,27,8.0,14.0,,146.1,165,98,88,58,129,23,5.41,1.524,0.323,7.9,448179,2023
Tim Hill,33,San Diego,48,0,1.0,4.0,,44.1,59,36,27,14,26,7,5.48,1.647,0.354,5.3,657612,2023
Sean Hjelle,26,San Francisco,15,0,2.0,1.0,,29.0,38,25,21,13,31,3,6.52,1.759,0.402,9.6,663546,2023
Bryan Hoeing,26,Miami,33,7,2.0,3.0,,70.2,71,45,43,25,53,13,5.48,1.358,0.275,6.8,663773,2023
Jeff Hoffman,30,Philadelphia,62,0,6.0,3.0,1.0,59.1,34,18,16,20,78,4,2.43,0.91,0.236,11.8,656546,2023
Colin Holderman,27,Pittsburgh,58,0,,3.0,2.0,56.0,55,25,24,20,58,4,3.86,1.339,0.329,9.3,670059,2023
Gavin Hollowell,25,Colorado,26,0,2.0,,1.0,33.2,31,23,22,18,32,8,5.88,1.455,0.256,8.6,668970,2023
Clay Holmes,30,New York,66,0,4.0,4.0,24.0,63.0,51,22,20,23,71,2,2.86,1.175,0.301,10.1,605280,2023
Tyler Holton,27,Detroit,59,1,3.0,2.0,1.0,85.1,56,21,20,18,74,9,2.11,0.867,0.213,7.8,663947,2023
Brent Honeywell Jr.,28,"Chicago,San Diego",40,0,2.0,4.0,,52.1,53,29,28,23,45,10,4.82,1.452,0.287,7.7,641703,2023
Tanner Houck,27,Boston,21,21,6.0,10.0,,106.0,104,61,59,41,99,14,5.01,1.368,0.299,8.4,656557,2023
Adrian Houser,30,Milwaukee,23,21,8.0,5.0,,111.1,121,56,51,34,96,13,4.12,1.392,0.32,7.8,605288,2023
Spencer Howard,26,Texas,3,0,,,,3.1,4,4,4,3,2,1,10.8,2.1,0.273,5.4,675921,2023
Bryan Hudson,26,Los Angeles,6,0,,,,8.2,12,7,7,4,7,1,7.27,1.846,0.355,7.3,663542,2023
Dakota Hudson,28,St. Louis,18,12,6.0,3.0,,81.1,88,46,45,34,45,9,4.98,1.5,0.305,5.0,641712,2023
Daniel Hudson,36,Los Angeles,3,0,,,1.0,3.0,2,0,0,3,5,0,0.0,1.667,0.333,15.0,543339,2023
Brandon Hughes,27,Chicago,17,0,,3.0,,13.2,14,11,11,8,17,2,7.24,1.61,0.353,11.2,676714,2023
Tommy Hunter,36,New York,14,0,,1.0,,23.2,28,20,18,5,20,6,6.85,1.394,0.301,7.6,488984,2023
Kyle Hurt,25,Los Angeles,1,0,,,,2.0,0,0,0,0,3,0,0.0,0.0,0.0,13.5,669165,2023
Raisel Iglesias,33,Atlanta,61,0,5.0,4.0,34.0,58.0,51,23,17,15,70,7,2.64,1.138,0.303,10.9,628452,2023
Kolton Ingram,26,Los Angeles,5,0,,,,5.1,8,7,5,5,7,2,8.44,2.438,0.375,11.8,688427,2023
Cole Irvin,29,Baltimore,24,12,1.0,4.0,,77.1,78,42,38,21,68,11,4.42,1.28,0.293,7.9,608344,2023
Jake Irvin,26,Washington,24,24,3.0,7.0,,121.0,118,66,62,54,99,20,4.61,1.421,0.281,7.4,663623,2023
Andre Jackson,27,"Los Angeles,Pittsburgh",19,7,1.0,3.0,2.0,61.1,52,34,34,22,57,11,4.99,1.207,0.248,8.4,656578,2023
Jay Jackson,35,Toronto,25,0,3.0,1.0,,29.2,18,8,7,9,27,4,2.12,0.91,0.189,8.2,543351,2023
Luke Jackson,31,San Francisco,33,0,2.0,2.0,,33.1,26,14,11,15,43,3,2.97,1.23,0.284,11.6,592426,2023
Zach Jackson,28,Oakland,19,0,2.0,1.0,1.0,18.0,18,7,5,10,23,1,2.5,1.556,0.378,11.5,667427,2023
Alek Jacob,25,San Diego,3,0,,,,3.0,0,0,0,1,5,0,0.0,0.333,0.0,15.0,689690,2023
Joe Jacques,28,Boston,23,1,2.0,1.0,1.0,26.2,32,17,15,10,20,2,5.06,1.575,0.361,6.8,682175,2023
Drey Jameson,25,Arizona,15,3,3.0,1.0,1.0,40.2,40,15,15,18,37,6,3.32,1.426,0.304,8.2,686753,2023
Kenley Jansen,35,Boston,51,0,3.0,6.0,29.0,44.2,40,21,18,17,52,5,3.63,1.276,0.313,10.5,445276,2023
Bryce Jarvis,25,Arizona,11,1,2.0,1.0,,23.2,14,9,8,9,12,3,3.04,0.972,0.162,4.6,686826,2023
Cristian Javier,26,Houston,34,34,12.0,6.0,,173.0,151,90,87,69,171,27,4.53,1.272,0.27,8.9,664299,2023
Griffin Jax,28,Minnesota,75,0,6.0,10.0,4.0,69.0,59,30,28,19,73,5,3.65,1.13,0.293,9.5,643377,2023
Dany Jim\xc3\xa9nez,29,Oakland,25,1,,2.0,1.0,23.1,11,9,9,14,21,3,3.47,1.071,0.145,8.1,666204,2023
Joe Jim\xc3\xa9nez,28,Atlanta,60,0,,3.0,,57.1,52,22,19,15,74,9,2.98,1.169,0.305,11.6,641729,2023
Pierce Johnson,32,"Atlanta,Colorado",70,0,2.0,6.0,13.0,65.1,65,34,28,32,94,10,3.86,1.485,0.362,12.9,572955,2023
Ben Joyce,22,Los Angeles,12,0,1.0,1.0,,10.0,9,6,6,9,10,1,5.4,1.8,0.296,9.0,690829,2023
Jakob Junis,30,San Francisco,40,4,4.0,3.0,1.0,86.0,90,42,37,21,96,12,3.87,1.291,0.338,10.0,596001,2023
Janson Junk,27,Milwaukee,2,1,,1.0,,7.1,8,5,4,2,5,1,4.91,1.364,0.292,6.1,676083,2023
Evan Justice,24,Colorado,9,0,,,,7.1,14,7,7,8,7,0,8.59,3.0,0.56,8.6,687145,2023
Tommy Kahnle,33,New York,42,0,1.0,3.0,2.0,40.2,26,14,12,19,48,5,2.66,1.107,0.231,10.6,592454,2023
James Kaprielian,29,Oakland,14,11,2.0,6.0,,61.0,66,45,43,31,57,9,6.34,1.59,0.324,8.4,621076,2023
Ricky Karcher,25,Cincinnati,1,0,,,1.0,1.0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,676689,2023
James Karinchak,27,Cleveland,44,0,2.0,5.0,,39.0,24,18,14,28,52,6,3.23,1.333,0.22,12.0,675916,2023
Karl Kauffmann,25,Colorado,11,3,2.0,5.0,,35.0,42,34,32,16,16,5,8.23,1.657,0.316,4.1,666154,2023
Anthony Kay,28,"Chicago,New York",16,0,,,,14.2,13,10,10,9,11,2,6.14,1.5,0.262,6.8,641743,2023
Brad Keller,27,Kansas City,11,9,3.0,4.0,,45.1,42,26,23,45,31,3,4.57,1.919,0.302,6.2,641745,2023
Mitch Keller,27,Pittsburgh,32,32,13.0,9.0,,194.1,187,97,91,55,210,25,4.21,1.245,0.31,9.7,656605,2023
Trevor Kelley,30,Tampa Bay,10,3,,1.0,,15.1,16,10,10,6,11,4,5.87,1.435,0.261,6.5,665001,2023
Carson Kelly,28,"Arizona,Detroit",3,0,,,,2.2,9,3,3,1,1,1,10.13,3.75,0.533,3.4,608348,2023
Joe Kelly,35,"Chicago,Los Angeles",43,0,2.0,5.0,1.0,41.0,31,22,18,19,63,3,3.95,1.22,0.315,13.8,523260,2023
Kevin Kelly,25,Tampa Bay,57,0,5.0,2.0,1.0,67.0,53,27,23,15,56,2,3.09,1.015,0.264,7.5,687330,2023
Merrill Kelly,34,Arizona,34,34,15.0,9.0,,201.2,155,77,71,77,215,24,3.17,1.15,0.266,9.6,518876,2023
Michael Kelly,30,Cleveland,14,0,1.0,,,16.2,13,8,7,9,16,0,3.78,1.32,0.283,8.6,547184,2023
Zack Kelly,28,Boston,8,0,,,,9.1,7,4,4,8,6,0,3.86,1.607,0.269,5.8,677161,2023
Brett Kennedy,28,Cincinnati,5,2,1.0,,,18.0,19,13,13,7,9,1,6.5,1.444,0.29,4.5,664028,2023
Ian Kennedy,38,Texas,16,0,,1.0,,16.1,16,15,13,7,21,4,7.16,1.408,0.293,11.6,453178,2023
Orion Kerkering,22,Philadelphia,10,0,1.0,,,8.1,10,3,3,5,11,0,3.24,1.8,0.417,11.9,689147,2023
Ray Kerr,28,San Diego,22,0,1.0,1.0,,27.0,25,15,13,9,35,5,4.33,1.259,0.317,11.7,678061,2023
Clayton Kershaw,35,Los Angeles,25,25,13.0,6.0,,132.0,106,45,42,41,137,20,2.86,1.114,0.261,9.3,477132,2023
Dallas Keuchel,35,Minnesota,10,6,2.0,1.0,,37.2,45,25,25,18,25,3,5.97,1.673,0.339,6.0,572971,2023
Yusei Kikuchi,32,Toronto,33,32,11.0,6.0,,169.1,168,79,73,49,181,27,3.88,1.281,0.317,9.6,579328,2023
Caleb Kilian,26,Chicago,3,1,,1.0,,5.1,13,10,10,2,5,0,16.88,2.813,0.591,8.4,668873,2023
Craig Kimbrel,35,Philadelphia,78,0,8.0,8.0,26.0,75.0,50,32,29,33,99,11,3.48,1.107,0.245,11.9,518886,2023
Isiah Kiner-Falefa,28,New York,4,0,,,,4.0,4,1,1,0,1,0,2.25,1.0,0.267,2.3,643396,2023
John King,28,"St. Louis,Texas",35,0,2.0,1.0,,37.1,45,15,15,10,20,2,3.62,1.473,0.347,4.8,667463,2023
Michael King,28,New York,49,9,4.0,8.0,6.0,104.2,88,35,32,32,127,10,2.75,1.146,0.307,10.9,650633,2023
Tyler Kinley,32,Colorado,18,0,,4.0,5.0,16.1,21,11,11,6,17,3,6.06,1.653,0.375,9.4,641755,2023
George Kirby,25,Seattle,31,31,13.0,10.0,,190.2,179,74,71,19,172,22,3.35,1.038,0.293,8.1,669923,2023
Andrew Kittredge,33,Tampa Bay,15,0,2.0,,1.0,12.2,13,4,4,2,11,1,2.84,1.184,0.308,7.8,552640,2023
Corey Kluber,37,Boston,15,9,3.0,6.0,1.0,55.0,69,47,43,21,42,17,7.04,1.636,0.301,6.9,446372,2023
Reiss Knehr,26,San Diego,4,1,,1.0,,5.2,10,10,10,5,4,3,15.88,2.647,0.35,6.4,663753,2023
Matt Koch,32,Colorado,39,1,3.0,2.0,,38.2,41,22,22,9,27,7,5.12,1.293,0.288,6.3,571863,2023
Adam Kolarek,34,"Los Angeles,New York",5,0,,,,6.0,2,0,0,1,7,0,0.0,0.5,0.167,10.5,592473,2023
Michael Kopech,27,Chicago,30,27,5.0,12.0,,129.1,115,80,78,91,134,29,5.43,1.593,0.265,9.3,656629,2023
Jackson Kowar,26,Kansas City,23,0,2.0,,,28.0,34,24,20,20,29,4,6.43,1.929,0.361,9.3,663804,2023
Joey Krehbiel,30,Baltimore,6,0,1.0,,,5.0,2,1,1,2,5,1,1.8,0.8,0.091,9.0,607216,2023
Dean Kremer,27,Baltimore,33,33,13.0,6.0,,174.1,178,91,85,56,157,29,4.39,1.342,0.297,8.1,665152,2023
Brooks Kriske,29,Kansas City,4,0,,,,6.2,3,3,3,4,6,2,4.05,1.05,0.077,8.1,621139,2023
Matt Krook,28,New York,4,0,,,,4.0,8,11,11,6,3,1,24.75,3.5,0.412,6.8,640454,2023
Chad Kuhl,30,Washington,16,5,,4.0,1.0,38.1,47,38,36,28,31,8,8.45,1.957,0.336,7.3,641771,2023
