game_pk,date,status,home_team,away_team,home_team_code,away_team_code,home_team_id,away_team_id,venue,doubleheader,day_night,home_pitcher_id,away_pitcher_id,home_runs,away_runs,innings,home_hits,away_hits,home_errors,away_errors,total_runs
707051,2022-03-18,FINISHED,Arizona Diamondbacks,Colorado Rockies,,,109,115,Salt River Fields at Talking Stick,False,day,669459.0,594943.0,3.0,5.0,[],,,,,8.0
706855,2022-03-18,FINISHED,San Diego Padres,Seattle Mariners,,,135,136,Peoria Stadium,False,day,669022.0,594835.0,6.0,4.0,[],,,,,10.0
706791,2022-03-18,FINISHED,Washington Nationals,Miami Marlins,,,120,146,The Ballpark of the Palm Beaches,False,night,642028.0,645261.0,3.0,8.0,[],,,,,11.0
706846,2022-03-18,FINISHED,San Francisco Giants,Chicago Cubs,,,137,112,Scottsdale Stadium,False,night,657277.0,573186.0,3.0,7.0,[],,,,,10.0
706859,2022-03-19,FINISHED,Pittsburgh Pirates,Detroit Tigers,,,134,116,LECOM Park,False,day,656605.0,663554.0,6.0,3.0,[],,,,,9.0
706907,2022-03-19,FINISHED,Minnesota Twins,Boston Red Sox,,,142,111,Hammond Stadium,False,day,641927.0,601713.0,0.0,1.0,[],,,,,1.0
706872,2022-03-19,FINISHED,Philadelphia Phillies,Toronto Blue Jays,,,143,141,BayCare Ballpark,False,day,605400.0,680430.0,3.0,2.0,[],,,,,5.0
706820,2022-03-19,FINISHED,Tampa Bay Rays,Atlanta Braves,,,139,144,Charlotte Sports Park,False,day,676637.0,623451.0,4.0,4.0,[],,,,,8.0
706922,2022-03-19,FINISHED,Miami Marlins,Houston Astros,,,146,117,Roger Dean Chevrolet Stadium,False,day,641154.0,684544.0,10.0,2.0,[],,,,,12.0
707028,2022-03-19,FINISHED,Baltimore Orioles,New York Yankees,,,110,147,Ed Smith Stadium,False,day,670057.0,686610.0,3.0,3.0,[],,,,,6.0
707009,2022-03-19,FINISHED,Chicago Cubs,San Diego Padres,,,112,135,Sloan Park,False,day,657006.0,663753.0,5.0,4.0,[],,,,,9.0
707003,2022-03-19,FINISHED,Chicago White Sox,Cleveland Guardians,,,145,114,Camelback Ranch,False,day,605232.0,681792.0,2.0,11.0,[],,,,,13.0
706806,2022-03-19,FINISHED,Texas Rangers,Milwaukee Brewers,,,140,158,Surprise Stadium,False,day,641540.0,606131.0,0.0,11.0,[],,,,,11.0
706942,2022-03-19,FINISHED,Los Angeles Angels,Arizona Diamondbacks,,,108,109,Tempe Diablo Stadium,False,day,594965.0,573185.0,12.0,5.0,[],,,,,17.0
706836,2022-03-19,FINISHED,Seattle Mariners,Los Angeles Dodgers,,,136,119,Peoria Stadium,False,day,686651.0,686752.0,7.0,6.0,[],,,,,13.0
706978,2022-03-19,FINISHED,Colorado Rockies,San Francisco Giants,,,115,137,Salt River Fields at Talking Stick,False,day,668757.0,595881.0,5.0,8.0,[],,,,,13.0
706792,2022-03-19,FINISHED,Washington Nationals,New York Mets,,,120,121,The Ballpark of the Palm Beaches,False,night,680686.0,677020.0,2.0,6.0,[],,,,,8.0
706993,2022-03-19,FINISHED,Cincinnati Reds,Oakland Athletics,,,113,133,Goodyear Ballpark,False,night,641816.0,640455.0,9.0,3.0,[],,,,,12.0
707021,2022-03-20,FINISHED,Boston Red Sox,Baltimore Orioles,,,111,110,JetBlue Park,False,day,656557.0,660593.0,3.0,2.0,[],,,,,5.0
706958,2022-03-20,FINISHED,Houston Astros,Washington Nationals,,,117,120,The Ballpark of the Palm Beaches,False,day,686613.0,434671.0,2.0,3.0,[],,,,,5.0
706905,2022-03-20,FINISHED,Minnesota Twins,Tampa Bay Rays,,,142,139,Hammond Stadium,False,day,605164.0,686831.0,3.0,0.0,[],,,,,3.0
707040,2022-03-20,FINISHED,Atlanta Braves,Philadelphia Phillies,,,144,143,CoolToday Park,False,day,666205.0,502043.0,5.0,1.0,[],,,,,6.0
706886,2022-03-20,FINISHED,New York Yankees,Detroit Tigers,,,147,116,George M. Steinbrenner Field,False,day,622663.0,669373.0,7.0,8.0,[],,,,,15.0
706801,2022-03-20,FINISHED,Toronto Blue Jays,Pittsburgh Pirates,,,141,134,TD Ballpark,False,day,641743.0,596071.0,10.0,4.0,[],,,,,14.0
706899,2022-03-20,FINISHED,New York Mets,St. Louis Cardinals,,,121,138,Clover Park,False,day,656849.0,571945.0,4.0,6.0,[],,,,,10.0
706950,2022-03-20,FINISHED,Kansas City Royals,Arizona Diamondbacks,,,118,109,Surprise Stadium,False,day,663804.0,694297.0,11.0,10.0,[],,,,,21.0
706932,2022-03-20,FINISHED,Los Angeles Dodgers,Chicago Cubs,,,119,112,Camelback Ranch,False,day,572362.0,621219.0,2.0,2.0,[],,,,,4.0
706877,2022-03-20,FINISHED,Oakland Athletics,Cleveland Guardians,,,133,114,Hohokam Stadium,False,day,608344.0,668948.0,9.0,9.0,[],,,,,18.0
706995,2022-03-20,FINISHED,Cincinnati Reds,San Francisco Giants,,,113,137,Goodyear Ballpark,False,day,663574.0,669674.0,9.0,4.0,[],,,,,13.0
706835,2022-03-20,FINISHED,Seattle Mariners,Los Angeles Angels,,,136,108,Peoria Stadium,False,day,623167.0,672282.0,3.0,7.0,[],,,,,10.0
706976,2022-03-20,FINISHED,Colorado Rockies,Chicago White Sox,,,115,145,Salt River Fields at Talking Stick,False,day,663372.0,592826.0,2.0,4.0,[],,,,,6.0
706914,2022-03-20,FINISHED,Milwaukee Brewers,San Diego Padres,,,158,135,American Family Fields of Phoenix,False,day,642547.0,663978.0,6.0,3.0,[],,,,,9.0
706819,2022-03-21,FINISHED,Tampa Bay Rays,Pittsburgh Pirates,,,139,134,Charlotte Sports Park,False,day,656222.0,605507.0,1.0,5.0,[],,,,,6.0
706963,2022-03-21,FINISHED,Detroit Tigers,Toronto Blue Jays,,,116,141,Publix Field at Joker Marchant Stadium,False,day,666159.0,666201.0,1.0,3.0,[],,,,,4.0
707031,2022-03-21,FINISHED,Baltimore Orioles,Minnesota Twins,,,110,142,Ed Smith Stadium,False,day,669330.0,592346.0,10.0,8.0,[],,,,,18.0
707022,2022-03-21,FINISHED,Boston Red Sox,Atlanta Braves,,,111,144,JetBlue Park,False,day,608379.0,657053.0,5.0,0.0,[],,,,,5.0
706923,2022-03-21,FINISHED,Miami Marlins,New York Mets,,,146,121,Roger Dean Chevrolet Stadium,False,day,622694.0,453286.0,3.0,0.0,[],,,,,3.0
706889,2022-03-21,FINISHED,New York Yankees,Philadelphia Phillies,,,147,143,George M. Steinbrenner Field,False,day,592791.0,668968.0,5.0,2.0,[],,,,,7.0
707013,2022-03-21,FINISHED,Chicago Cubs,Cincinnati Reds,,,112,113,Sloan Park,False,day,624522.0,668933.0,3.0,2.0,[],,,,,5.0
706988,2022-03-21,FINISHED,Cleveland Guardians,Texas Rangers,,,114,140,Goodyear Ballpark,False,day,663531.0,621368.0,12.0,25.0,[],,,,,37.0
707002,2022-03-21,FINISHED,Chicago White Sox,Los Angeles Dodgers,,,145,119,Camelback Ranch,False,day,621383.0,656578.0,8.0,6.0,[],,,,,14.0
706941,2022-03-21,FINISHED,Los Angeles Angels,Kansas City Royals,,,108,118,Tempe Diablo Stadium,False,day,660271.0,663903.0,5.0,8.0,[],,,,,13.0
706849,2022-03-21,FINISHED,San Diego Padres,Colorado Rockies,,,135,115,Peoria Stadium,False,day,506433.0,669020.0,4.0,8.0,[],,,,,12.0
707050,2022-03-21,FINISHED,Arizona Diamondbacks,Seattle Mariners,,,109,136,Salt River Fields at Talking Stick,False,day,528748.0,669923.0,9.0,1.0,[],,,,,10.0
706793,2022-03-21,FINISHED,Washington Nationals,St. Louis Cardinals,,,120,138,The Ballpark of the Palm Beaches,False,night,607200.0,571927.0,3.0,7.0,[],,,,,10.0
706845,2022-03-21,FINISHED,San Francisco Giants,Milwaukee Brewers,,,137,158,Scottsdale Stadium,False,night,622072.0,605288.0,6.0,13.0,[],,,,,19.0
706858,2022-03-22,FINISHED,Pittsburgh Pirates,Baltimore Orioles,,,134,110,LECOM Park,False,day,500779.0,607644.0,9.0,10.0,[],,,,,19.0
706817,2022-03-22,FINISHED,Tampa Bay Rays,Boston Red Sox,,,139,111,Charlotte Sports Park,False,day,607391.0,448179.0,2.0,4.0,[],,,,,6.0
706866,2022-03-22,FINISHED,Philadelphia Phillies,Detroit Tigers,,,143,116,BayCare Ballpark,False,day,663559.0,641302.0,7.0,2.0,[],,,,,9.0
706906,2022-03-22,FINISHED,Minnesota Twins,Atlanta Braves,,,142,144,Hammond Stadium,False,day,657746.0,608331.0,0.0,4.0,[],,,,,4.0
706826,2022-03-22,FINISHED,St. Louis Cardinals,Miami Marlins,,,138,146,Roger Dean Chevrolet Stadium,False,day,641712.0,666200.0,4.0,3.0,[],,,,,7.0
706800,2022-03-22,FINISHED,Toronto Blue Jays,New York Yankees,,,141,147,TD Ballpark,False,day,579328.0,656756.0,9.0,2.0,[],,,,,11.0
706931,2022-03-22,FINISHED,Los Angeles Dodgers,Cincinnati Reds,,,119,113,Camelback Ranch,False,day,621111.0,661269.0,8.0,10.0,[],,,,,18.0
706948,2022-03-22,FINISHED,Kansas City Royals,Oakland Athletics,,,118,133,Surprise Stadium,False,day,672582.0,593423.0,5.0,3.0,[],,,,,8.0
706985,2022-03-22,FINISHED,Cleveland Guardians,San Diego Padres,,,114,135,Goodyear Ballpark,False,day,668676.0,605397.0,6.0,1.0,[],,,,,7.0
706939,2022-03-22,FINISHED,Los Angeles Angels,Colorado Rockies,,,108,115,Tempe Diablo Stadium,False,day,491624.0,607536.0,7.0,4.0,[],,,,,11.0
706838,2022-03-22,FINISHED,Seattle Mariners,Chicago Cubs,,,136,112,Peoria Stadium,False,day,592662.0,543294.0,5.0,5.0,[],,,,,10.0
707049,2022-03-22,FINISHED,Arizona Diamondbacks,Texas Rangers,,,109,140,Salt River Fields at Talking Stick,False,day,518516.0,663465.0,1.0,4.0,[],,,,,5.0
706916,2022-03-22,FINISHED,Milwaukee Brewers,Chicago White Sox,,,158,145,American Family Fields of Phoenix,False,day,669920.0,608337.0,3.0,4.0,[],,,,,7.0
706897,2022-03-22,FINISHED,New York Mets,Houston Astros,,,121,117,Clover Park,False,night,594798.0,543606.0,2.0,0.0,[],,,,,2.0
706964,2022-03-23,FINISHED,Detroit Tigers,Pittsburgh Pirates,,,116,134,Publix Field at Joker Marchant Stadium,False,day,593958.0,640444.0,6.0,6.0,[],,,,,12.0
706955,2022-03-23,FINISHED,Houston Astros,St. Louis Cardinals,,,117,138,The Ballpark of the Palm Beaches,False,day,434378.0,425794.0,10.0,3.0,[],,,,,13.0
707018,2022-03-23,FINISHED,Boston Red Sox,Minnesota Twins,,,111,142,JetBlue Park,False,day,543135.0,680739.0,4.0,10.0,[],,,,,14.0
706867,2022-03-23,FINISHED,Philadelphia Phillies,Toronto Blue Jays,,,143,141,BayCare Ballpark,False,day,650911.0,621244.0,8.0,7.0,[],,,,,15.0
707039,2022-03-23,FINISHED,Atlanta Braves,Tampa Bay Rays,,,144,139,CoolToday Park,False,day,657140.0,663556.0,7.0,7.0,[],,,,,14.0
706924,2022-03-23,FINISHED,Miami Marlins,Washington Nationals,,,146,120,Roger Dean Chevrolet Stadium,False,day,645261.0,571578.0,3.0,2.0,[],,,,,5.0
706933,2022-03-23,FINISHED,Los Angeles Dodgers,Cleveland Guardians,,,119,114,Camelback Ranch,False,day,477132.0,669456.0,6.0,2.0,[],,,,,8.0
707012,2022-03-23,FINISHED,Chicago Cubs,Oakland Athletics,,,112,133,Sloan Park,False,day,573186.0,670124.0,5.0,4.0,[],,,,,9.0
706847,2022-03-23,FINISHED,San Francisco Giants,Arizona Diamondbacks,,,137,109,Scottsdale Stadium,False,day,657277.0,518876.0,3.0,5.0,[],,,,,8.0
706807,2022-03-23,FINISHED,Texas Rangers,Chicago White Sox,,,140,145,Surprise Stadium,False,day,657248.0,458681.0,14.0,5.0,[],,,,,19.0
706971,2022-03-23,FINISHED,Colorado Rockies,Kansas City Royals,,,115,118,Salt River Fields at Talking Stick,False,day,621389.0,425844.0,4.0,8.0,[],,,,,12.0
706848,2022-03-23,FINISHED,San Diego Padres,Los Angeles Angels,,,135,108,Peoria Stadium,False,day,669022.0,660761.0,3.0,0.0,[],,,,,3.0
706890,2022-03-23,FINISHED,New York Yankees,Baltimore Orioles,,,147,110,George M. Steinbrenner Field,False,night,665620.0,680694.0,7.0,1.0,[],,,,,8.0
706994,2022-03-23,FINISHED,Cincinnati Reds,Milwaukee Brewers,,,113,158,Goodyear Ballpark,False,night,641816.0,669203.0,12.0,8.0,[],,,,,20.0
706904,2022-03-24,FINISHED,Minnesota Twins,Tampa Bay Rays,,,142,139,Hammond Stadium,False,day,641927.0,656876.0,7.0,1.0,[],,,,,8.0
706857,2022-03-24,SCHEDULED,Pittsburgh Pirates,Philadelphia Phillies,,,134,143,LECOM Park,False,day,656605.0,605400.0,,,[],,,,,0.0
706965,2022-03-24,SCHEDULED,Detroit Tigers,New York Yankees,,,116,147,Publix Field at Joker Marchant Stadium,False,day,663554.0,657376.0,,,[],,,,,0.0
706949,2022-03-24,FINISHED,Kansas City Royals,Cincinnati Reds,,,118,113,Surprise Stadium,False,day,663738.0,666157.0,5.0,4.0,[],,,,,9.0
706979,2022-03-24,FINISHED,Cleveland Guardians,Seattle Mariners,,,114,136,Goodyear Ballpark,False,day,615698.0,669302.0,2.0,3.0,[],,,,,5.0
706879,2022-03-24,FINISHED,Oakland Athletics,Texas Rangers,,,133,140,Hohokam Stadium,False,day,640455.0,592351.0,3.0,5.0,[],,,,,8.0
707001,2022-03-24,FINISHED,Chicago White Sox,San Francisco Giants,,,145,137,Camelback Ranch,False,day,625643.0,607074.0,6.0,9.0,[],,,,,15.0
706940,2022-03-24,FINISHED,Los Angeles Angels,Chicago Cubs,,,108,112,Tempe Diablo Stadium,False,day,547179.0,657006.0,5.0,4.0,[],,,,,9.0
706972,2022-03-24,FINISHED,Colorado Rockies,Los Angeles Dodgers,,,115,119,Salt River Fields at Talking Stick,False,day,594943.0,664062.0,6.0,6.0,[],,,,,12.0
706912,2022-03-24,FINISHED,Milwaukee Brewers,Arizona Diamondbacks,,,158,109,American Family Fields of Phoenix,False,day,605540.0,642203.0,3.0,10.0,[],,,,,13.0
707030,2022-03-24,FINISHED,Baltimore Orioles,Boston Red Sox,,,110,111,Ed Smith Stadium,False,night,669145.0,601713.0,8.0,5.0,[],,,,,13.0
706789,2022-03-24,FINISHED,Washington Nationals,Houston Astros,,,120,117,The Ballpark of the Palm Beaches,False,night,680686.0,656232.0,8.0,10.0,[],,,,,18.0
706896,2022-03-24,FINISHED,New York Mets,Miami Marlins,,,121,146,Clover Park,False,night,656887.0,663489.0,9.0,3.0,[],,,,,12.0
706798,2022-03-24,SCHEDULED,Toronto Blue Jays,Atlanta Braves,,,141,144,TD Ballpark,False,day,592332.0,669276.0,,,[],,,,,0.0
706829,2022-03-25,FINISHED,St. Louis Cardinals,Washington Nationals,,,138,120,Roger Dean Chevrolet Stadium,False,day,572403.0,676917.0,5.0,4.0,[],,,,,9.0
706818,2022-03-25,FINISHED,Tampa Bay Rays,Baltimore Orioles,,,139,110,Charlotte Sports Park,False,day,676596.0,595939.0,9.0,4.0,[],,,,,13.0
706860,2022-03-25,FINISHED,Pittsburgh Pirates,Minnesota Twins,,,134,142,LECOM Park,False,day,669060.0,605164.0,2.0,1.0,[],,,,,3.0
707038,2022-03-25,FINISHED,Atlanta Braves,Boston Red Sox,,,144,111,CoolToday Park,False,day,666120.0,656557.0,6.0,3.0,[],,,,,9.0
706870,2022-03-25,FINISHED,Philadelphia Phillies,New York Yankees,,,143,147,BayCare Ballpark,False,day,502043.0,622663.0,6.0,5.0,[],,,,,11.0
706799,2022-03-25,FINISHED,Toronto Blue Jays,Detroit Tigers,,,141,116,TD Ballpark,False,day,547943.0,669373.0,4.0,8.0,[],,,,,12.0
707011,2022-03-25,FINISHED,Chicago Cubs,Colorado Rockies,,,112,115,Sloan Park,False,day,621219.0,608566.0,1.0,17.0,[],,,,,18.0
706839,2022-03-25,FINISHED,San Francisco Giants,Cleveland Guardians,,,137,114,Scottsdale Stadium,False,day,543101.0,650644.0,2.0,10.0,[],,,,,12.0
706944,2022-03-25,FINISHED,Kansas City Royals,Texas Rangers,,,118,140,Surprise Stadium,False,day,672578.0,641540.0,4.0,8.0,[],,,,,12.0
706880,2022-03-25,FINISHED,Oakland Athletics,Milwaukee Brewers,,,133,158,Hohokam Stadium,False,day,608344.0,642547.0,6.0,3.0,[],,,,,9.0
707048,2022-03-25,FINISHED,Arizona Diamondbacks,Los Angeles Angels,,,109,108,Salt River Fields at Talking Stick,False,day,596133.0,676083.0,5.0,5.0,[],,,,,10.0
706954,2022-03-25,FINISHED,Houston Astros,New York Mets,,,117,121,The Ballpark of the Palm Beaches,False,night,686613.0,656731.0,2.0,1.0,[],,,,,3.0
706930,2022-03-25,FINISHED,Los Angeles Dodgers,San Diego Padres,,,119,135,Camelback Ranch,False,night,628711.0,607259.0,5.0,5.0,[],,,,,10.0
706832,2022-03-25,FINISHED,Seattle Mariners,Chicago White Sox,,,136,145,Peoria Stadium,False,night,594835.0,656302.0,3.0,0.0,[],,,,,3.0
707017,2022-03-26,FINISHED,Boston Red Sox,Tampa Bay Rays,,,111,139,JetBlue Park,False,day,608379.0,446372.0,5.0,3.0,[],,,,,8.0
706959,2022-03-26,FINISHED,Detroit Tigers,Philadelphia Phillies,,,116,143,Publix Field at Joker Marchant Stadium,False,day,666159.0,621107.0,14.0,8.0,[],,,,,22.0
707036,2022-03-26,FINISHED,Atlanta Braves,Minnesota Twins,,,144,142,CoolToday Park,False,day,656353.0,592346.0,8.0,6.0,[],,,,,14.0
706824,2022-03-26,FINISHED,St. Louis Cardinals,Miami Marlins,,,138,146,Roger Dean Chevrolet Stadium,False,day,571927.0,669432.0,2.0,9.0,[],,,,,11.0
706888,2022-03-26,FINISHED,New York Yankees,Toronto Blue Jays,,,147,141,George M. Steinbrenner Field,False,day,650633.0,666201.0,9.0,10.0,[],,,,,19.0
706895,2022-03-26,FINISHED,New York Mets,Washington Nationals,,,121,120,Clover Park,False,day,592836.0,607200.0,4.0,2.0,[],,,,,6.0
706980,2022-03-26,FINISHED,Cleveland Guardians,Oakland Athletics,,,114,133,Goodyear Ballpark,False,day,663531.0,641726.0,9.0,2.0,[],,,,,11.0
706842,2022-03-26,FINISHED,San Francisco Giants,Cincinnati Reds,,,137,113,Scottsdale Stadium,False,day,622072.0,668881.0,1.0,2.0,[],,,,,3.0
707000,2022-03-26,FINISHED,Chicago White Sox,Los Angeles Angels,,,145,108,Camelback Ranch,False,day,592826.0,491624.0,3.0,12.0,[],,,,,15.0
706852,2022-03-26,FINISHED,San Diego Padres,Chicago Cubs,,,135,112,Peoria Stadium,False,day,677960.0,592767.0,2.0,2.0,[],,,,,4.0
706974,2022-03-26,FINISHED,Colorado Rockies,Texas Rangers,,,115,140,Salt River Fields at Talking Stick,False,day,596295.0,621368.0,8.0,7.0,[],,,,,15.0
706915,2022-03-26,FINISHED,Milwaukee Brewers,Seattle Mariners,,,158,136,American Family Fields of Phoenix,False,day,605288.0,623167.0,7.0,7.0,[],,,,,14.0
707029,2022-03-26,FINISHED,Baltimore Orioles,Pittsburgh Pirates,,,110,134,Ed Smith Stadium,False,night,669330.0,605507.0,14.0,5.0,[],,,,,19.0
706947,2022-03-26,FINISHED,Kansas City Royals,Los Angeles Dodgers,,,118,119,Surprise Stadium,False,night,663903.0,656578.0,5.0,10.0,[],,,,,15.0
707026,2022-03-27,FINISHED,Baltimore Orioles,Detroit Tigers,,,110,116,Ed Smith Stadium,False,day,607644.0,641302.0,5.0,4.0,[],,,,,9.0
706903,2022-03-27,FINISHED,Minnesota Twins,Boston Red Sox,,,142,111,Hammond Stadium,False,day,657746.0,676477.0,6.0,3.0,[],,,,,9.0
706816,2022-03-27,FINISHED,Tampa Bay Rays,Atlanta Braves,,,139,144,Charlotte Sports Park,False,day,642232.0,450203.0,4.0,1.0,[],,,,,5.0
706925,2022-03-27,FINISHED,Miami Marlins,Houston Astros,,,146,117,Roger Dean Chevrolet Stadium,False,day,666200.0,677651.0,3.0,4.0,[],,,,,7.0
706887,2022-03-27,FINISHED,New York Yankees,Pittsburgh Pirates,,,147,134,George M. Steinbrenner Field,False,day,543037.0,500779.0,7.0,4.0,[],,,,,11.0
706796,2022-03-27,FINISHED,Toronto Blue Jays,Philadelphia Phillies,,,141,143,TD Ballpark,False,day,579328.0,663559.0,5.0,10.0,[],,,,,15.0
706894,2022-03-27,FINISHED,New York Mets,St. Louis Cardinals,,,121,138,Clover Park,False,day,594798.0,641712.0,7.0,3.0,[],,,,,10.0
706992,2022-03-27,FINISHED,Cincinnati Reds,Colorado Rockies,,,113,115,Goodyear Ballpark,False,day,675653.0,607536.0,4.0,4.0,[],,,,,8.0
707007,2022-03-27,FINISHED,Chicago Cubs,Kansas City Royals,,,112,118,Sloan Park,False,day,543294.0,672582.0,13.0,12.0,[],,,,,25.0
706876,2022-03-27,FINISHED,Oakland Athletics,Seattle Mariners,,,133,136,Hohokam Stadium,False,day,593423.0,666374.0,1.0,7.0,[],,,,,8.0
706808,2022-03-27,FINISHED,Texas Rangers,Arizona Diamondbacks,,,140,109,Surprise Stadium,False,day,669935.0,656457.0,13.0,0.0,[],,,,,13.0
706926,2022-03-27,FINISHED,Los Angeles Dodgers,Chicago White Sox,,,119,145,Camelback Ranch,False,day,571760.0,572971.0,0.0,9.0,[],,,,,9.0
707117,2022-03-27,FINISHED,Arizona Diamondbacks,Colorado Rockies,,,109,115,Salt River Fields at Talking Stick,False,day,518516.0,669020.0,5.0,2.0,[],,,,,7.0
706851,2022-03-27,FINISHED,San Diego Padres,Cleveland Guardians,,,135,114,Peoria Stadium,False,day,506433.0,668676.0,5.0,1.0,[],,,,,6.0
706938,2022-03-27,FINISHED,Los Angeles Angels,San Francisco Giants,,,108,137,Tempe Diablo Stadium,False,day,663776.0,502171.0,1.0,6.0,[],,,,,7.0
706822,2022-03-28,FINISHED,St. Louis Cardinals,Houston Astros,,,138,117,Roger Dean Chevrolet Stadium,False,day,425794.0,664285.0,1.0,2.0,[],,,,,3.0
706869,2022-03-28,FINISHED,Philadelphia Phillies,Baltimore Orioles,,,143,110,BayCare Ballpark,False,day,650911.0,665152.0,7.0,1.0,[],,,,,8.0
707032,2022-03-28,FINISHED,Atlanta Braves,Toronto Blue Jays,,,144,141,CoolToday Park,False,day,675911.0,641312.0,5.0,4.0,[],,,,,9.0
706788,2022-03-28,FINISHED,Washington Nationals,Miami Marlins,,,120,146,The Ballpark of the Palm Beaches,False,day,571578.0,665795.0,1.0,8.0,[],,,,,9.0
706960,2022-03-28,FINISHED,Detroit Tigers,New York Yankees,,,116,147,Publix Field at Joker Marchant Stadium,False,day,593958.0,665620.0,7.0,11.0,[],,,,,18.0
706945,2022-03-28,FINISHED,Kansas City Royals,Cleveland Guardians,,,118,114,Surprise Stadium,False,day,425844.0,681792.0,19.0,9.0,[],,,,,28.0
706999,2022-03-28,FINISHED,Chicago White Sox,San Diego Padres,,,145,135,Camelback Ranch,False,day,608337.0,605397.0,8.0,9.0,[],,,,,17.0
707045,2022-03-28,FINISHED,Arizona Diamondbacks,Los Angeles Dodgers,,,109,119,Salt River Fields at Talking Stick,False,day,656686.0,477132.0,5.0,3.0,[],,,,,8.0
706935,2022-03-28,FINISHED,Los Angeles Angels,Oakland Athletics,,,108,133,Tempe Diablo Stadium,False,day,592789.0,621112.0,7.0,2.0,[],,,,,9.0
706830,2022-03-28,FINISHED,Seattle Mariners,Texas Rangers,,,136,140,Peoria Stadium,False,day,592662.0,657248.0,6.0,5.0,[],,,,,11.0
706913,2022-03-28,FINISHED,Milwaukee Brewers,San Francisco Giants,,,158,137,American Family Fields of Phoenix,False,day,669203.0,657277.0,5.0,2.0,[],,,,,7.0
