team,HR,R,H,BB,SO,SB,G,PA,AB,BA,OBP,SLG,OPS,AVG,runs_per_game,HR_per_game,BB_pct,K_pct,season
Los Angeles,368,1354,2498,966,2549,162,2994,11225,10061,0.21056818181818182,0.2914,0.3398181818181818,0.6150909090909091,0.2482854587019183,0.45223780895123583,0.1229124916499666,0.08605790645879732,0.22708240534521157,2022
Miami,128,520,1115,399,1275,103,1488,5354,4852,0.2247727272727273,0.2923636363636364,0.3608181818181818,0.653090909090909,0.22980214344600164,0.34946236559139787,0.08602150537634409,0.07452372058274187,0.2381397086290624,2022
Milwaukee,218,721,1269,576,1458,95,1645,6096,5393,0.23745,0.3181,0.369,0.6872,0.23530502503244946,0.43829787234042555,0.1325227963525836,0.09448818897637795,0.23917322834645668,2022
Minnesota,178,684,1346,508,1324,35,1671,6035,5410,0.21395454545454545,0.2818181818181818,0.36213636363636365,0.644090909090909,0.2487985212569316,0.40933572710951527,0.10652304009575105,0.08417564208782104,0.21938690969345484,2022
New York,405,1466,2553,1029,2358,155,3056,11457,10132,0.2158974358974359,0.2774615384615385,0.3961794871794872,0.6736923076923077,0.2519739439399921,0.47971204188481675,0.1325261780104712,0.08981408745744959,0.20581304006284368,2022
Oakland,122,493,1003,388,1261,66,1511,5199,4701,0.1705925925925926,0.25385185185185183,0.2624814814814815,0.5163333333333333,0.2133588598170602,0.32627399073461283,0.08074123097286565,0.07462973648778612,0.24254664358530487,2022
Philadelphia,222,774,1425,513,1415,101,1676,6325,5699,0.22095000000000004,0.2967,0.366,0.6628000000000001,0.2500438673451483,0.4618138424821002,0.1324582338902148,0.08110671936758894,0.22371541501976286,2022
Pittsburgh,139,526,1064,408,1341,87,1453,5179,4683,0.22264,0.29132,0.33836,0.6296,0.22720478325859492,0.3620096352374398,0.0956641431520991,0.07877968719830084,0.258930295423827,2022
San Diego,123,567,1062,435,1072,47,1333,4904,4357,0.20825,0.2719375,0.30843750000000003,0.5803125,0.24374569658021575,0.4253563390847712,0.09227306826706677,0.0887030995106036,0.21859706362153344,2022
San Francisco,157,612,1104,489,1232,58,1554,5291,4664,0.20920833333333333,0.2874583333333333,0.33241666666666664,0.6200833333333333,0.2367066895368782,0.3938223938223938,0.10102960102960103,0.09242109242109242,0.23284823284823286,2022
Seattle,183,665,1209,555,1336,84,1587,5878,5180,0.21109523809523809,0.2965238095238095,0.3358095238095238,0.6321904761904762,0.2333976833976834,0.4190296156269691,0.11531190926275993,0.0944198707043212,0.22728819326301464,2022
St. Louis,192,720,1305,522,1147,77,1603,5794,5150,0.21611111111111111,0.2888888888888889,0.3537777777777778,0.6428888888888888,0.25339805825242717,0.44915782907049284,0.11977542108546475,0.09009319986192613,0.19796341042457716,2022
Tampa Bay,120,566,1120,452,1143,80,1413,5208,4677,0.22316666666666668,0.29116666666666663,0.3491111111111111,0.6401111111111111,0.23946974556339534,0.4005661712668082,0.08492569002123142,0.08678955453149001,0.21947004608294932,2022
Texas,192,687,1278,437,1398,125,1618,5872,5341,0.2201818181818182,0.28213636363636363,0.3512272727272727,0.6334090909090909,0.23928103351432317,0.4245982694684796,0.11866501854140915,0.07442098092643051,0.2380790190735695,2022
Toronto,190,733,1408,478,1137,65,1495,5823,5249,0.2819333333333333,0.3682666666666667,0.42033333333333334,0.7886666666666666,0.2682415698228234,0.4903010033444816,0.12709030100334448,0.08208827065086725,0.19526017516743946,2022
Washington,84,419,975,261,937,56,1178,4333,3984,0.2215,0.2665625,0.3133125,0.58,0.2447289156626506,0.35568760611205436,0.07130730050933787,0.0602354027232864,0.21624740364643433,2022
