name,Age,team,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,ERA,WHIP,BABIP,K_per_9,pitcher_id,season
Nick Ramirez,34,Los Angeles,8,0,,,,13.1,18,11,9,7,5,0,6.08,1.875,0.353,3.4,598286,2024
Yohan Ram\xc3\xadrez,29,"Baltimore,Boston,Los Angeles,New York",38,0,,5.0,1.0,45.0,49,35,31,17,45,4,6.2,1.467,0.352,9.0,670990,2024
Drew Rasmussen,28,Tampa Bay,16,4,,2.0,1.0,28.2,25,10,9,6,35,0,2.83,1.081,0.333,11.0,656876,2024
Robbie Ray,32,San Francisco,7,7,3.0,2.0,,30.2,20,16,16,15,43,6,4.7,1.141,0.241,12.6,592662,2024
Colin Rea,33,Milwaukee,32,27,12.0,6.0,1.0,167.2,169,83,80,43,135,29,4.29,1.264,0.282,7.2,607067,2024
Sean Reid-Foley,28,New York,23,0,1.0,2.0,,21.2,13,10,4,14,25,0,1.66,1.246,0.255,10.4,656887,2024
Gerardo Reyes,31,Oakland,3,0,,,,4.0,4,3,2,3,2,0,4.5,1.75,0.308,4.5,622103,2024
Pablo Reyes,30,Boston,1,0,,,,1.0,1,0,0,1,0,0,0.0,2.0,0.25,0.0,622569,2024
Sean Reynolds,26,San Diego,9,0,,,,11.0,10,1,1,5,21,0,0.82,1.364,0.455,17.2,669308,2024
Orlando Ribalta,26,Washington,4,0,,,,3.1,10,5,5,2,3,0,13.5,3.6,0.588,8.1,687377,2024
Trevor Richards,31,"Minnesota,Toronto",55,2,2.0,2.0,1.0,65.1,44,36,33,35,62,7,4.55,1.209,0.219,8.5,670950,2024
Lyon Richardson,24,Cincinnati,1,0,,,,0.2,2,2,2,1,1,1,27.0,4.5,0.5,13.5,680689,2024
Leo Rivas,26,Seattle,2,0,,,,2.0,2,1,0,0,0,0,0.0,1.0,0.222,0.0,660844,2024
Emmanuel Rivera,28,Miami,4,0,,,,4.0,7,4,4,0,0,1,9.0,1.75,0.333,0.0,656896,2024
Daniel Robert,29,Texas,4,0,1.0,,,5.2,6,2,2,2,6,1,3.18,1.412,0.333,9.5,642016,2024
Ethan Roberts,26,Chicago,21,0,1.0,1.0,,26.2,31,11,11,10,26,3,3.71,1.538,0.359,8.8,681799,2024
David Robertson,39,Texas,68,0,3.0,4.0,2.0,72.0,53,25,24,27,99,5,3.0,1.111,0.302,12.4,502085,2024
Nick Robertson,25,"St. Louis,Toronto",9,0,,,,13.1,15,6,6,2,14,3,4.05,1.275,0.333,9.5,687798,2024
Kumar Rocker,24,Texas,3,3,,2.0,,11.2,12,6,5,6,14,1,3.86,1.543,0.344,10.8,677958,2024
Carlos Rod\xc3\xb3n,31,New York,36,36,17.0,11.0,,192.2,178,92,88,58,220,36,4.11,1.225,0.292,10.3,607074,2024
Carlos Rodriguez,22,Milwaukee,3,3,,3.0,,12.1,19,11,10,3,9,3,7.3,1.784,0.39,6.6,692230,2024
Eduardo Rodr\xc3\xadguez,31,Arizona,10,10,3.0,4.0,,50.0,56,29,28,19,47,8,5.04,1.5,0.324,8.5,593958,2024
Grayson Rodriguez,24,Baltimore,20,20,13.0,4.0,,116.2,109,52,50,36,130,15,3.86,1.243,0.308,10.0,680570,2024
Joely Rodr\xc3\xadguez,32,Boston,14,0,,1.0,,13.2,19,13,9,2,12,3,5.93,1.537,0.348,7.9,570257,2024
Manuel Rodr\xc3\xadguez,27,Tampa Bay,40,0,3.0,4.0,2.0,37.2,29,13,9,11,34,3,2.15,1.062,0.257,8.1,655889,2024
Randy Rodr\xc3\xadguez,24,San Francisco,35,1,3.0,2.0,,52.1,47,29,25,18,53,4,4.3,1.242,0.305,9.1,678495,2024
Yariel Rodr\xc3\xadguez,27,Toronto,21,21,1.0,8.0,,86.2,74,46,43,40,85,11,4.47,1.315,0.276,8.8,684320,2024
Yerry Rodr\xc3\xadguez,26,"Texas,Toronto",16,0,1.0,,,21.2,26,22,21,13,17,7,8.72,1.8,0.288,7.1,666720,2024
Josh Rogers,29,Colorado,6,0,2.0,,,11.0,15,8,8,3,3,1,6.55,1.636,0.341,2.5,642028,2024
Taylor Rogers,33,San Francisco,64,0,1.0,4.0,,60.0,53,22,16,22,64,7,2.4,1.25,0.299,9.6,573124,2024
Trevor Rogers,26,"Baltimore,Miami",25,25,2.0,11.0,,124.1,140,74,68,56,97,14,4.92,1.576,0.323,7.0,669432,2024
Tyler Rogers,33,San Francisco,77,0,3.0,4.0,1.0,70.1,67,23,22,6,51,7,2.82,1.038,0.276,6.5,643511,2024
Josh Rojas,30,Seattle,2,0,,,,2.0,1,2,2,2,0,1,9.0,1.5,0.0,0.0,668942,2024
Miguel Rojas,35,Los Angeles,1,0,,,,1.0,1,0,0,0,0,0,0.0,1.0,0.25,0.0,500743,2024
Jordan Romano,31,Toronto,15,0,1.0,2.0,8.0,13.2,16,10,10,4,13,4,6.59,1.463,0.308,8.6,605447,2024
JoJo Romero,27,St. Louis,65,0,7.0,3.0,1.0,59.0,52,23,22,16,51,8,3.36,1.153,0.272,7.8,668941,2024
Ben Rortvedt,26,Tampa Bay,1,0,,,,2.0,3,1,1,2,1,1,4.5,2.5,0.286,4.5,666163,2024
Kenny Rosenberg,28,Los Angeles,7,1,,1.0,,24.0,28,17,16,8,17,5,6.0,1.5,0.311,6.4,670046,2024
Joe Ross,31,Milwaukee,27,10,4.0,6.0,,75.2,72,35,31,30,66,7,3.69,1.348,0.294,7.9,605452,2024
Landen Roupp,25,San Francisco,23,4,1.0,2.0,,50.1,43,21,20,26,47,2,3.58,1.371,0.291,8.4,694738,2024
Chris Roycroft,27,St. Louis,27,0,1.0,2.0,,34.1,31,19,16,17,33,2,4.19,1.398,0.296,8.7,688297,2024
Jos\xc3\xa9 Ruiz,29,Philadelphia,54,0,5.0,1.0,1.0,52.1,55,24,22,17,52,9,3.78,1.376,0.317,8.9,614179,2024
Jackson Rutledge,25,Washington,3,1,,,,8.1,8,3,3,2,9,1,3.24,1.2,0.333,9.7,671131,2024
Joe Ryan,28,Minnesota,23,23,7.0,7.0,,135.0,110,59,54,23,147,19,3.6,0.985,0.265,9.8,657746,2024
River Ryan,25,Los Angeles,4,4,1.0,,,20.1,15,4,3,9,18,1,1.33,1.18,0.264,8.0,689981,2024
Ryder Ryan,29,Pittsburgh,15,0,1.0,,,20.2,21,14,13,9,17,2,5.66,1.452,0.311,7.4,656924,2024
Andrew Saalfrank,26,Arizona,2,0,,,,1.0,2,4,4,4,0,0,36.0,6.0,0.5,0.0,685314,2024
Erik Sabrowski,26,Cleveland,13,0,,,1.0,18.0,10,2,1,7,27,1,0.5,0.944,0.257,13.5,681870,2024
Eduardo Salazar,26,"Los Angeles,Washington",26,0,,1.0,,29.1,34,11,9,14,27,2,2.76,1.636,0.36,8.3,674285,2024
Chris Sale,35,Atlanta,29,29,18.0,3.0,,177.2,141,48,47,39,225,9,2.38,1.013,0.315,11.4,519242,2024
Bryan Sammons,29,Detroit,6,0,1.0,1.0,,27.1,16,11,11,9,18,6,3.62,0.915,0.143,5.9,676614,2024
Cristopher S\xc3\xa1nchez,27,Philadelphia,32,32,11.0,9.0,,186.2,187,78,69,45,158,12,3.33,1.243,0.314,7.6,650911,2024
Sixto S\xc3\xa1nchez,25,Miami,14,7,,3.0,,35.2,43,29,24,14,17,3,6.06,1.598,0.325,4.3,664350,2024
Nick Sandlin,27,Cleveland,68,1,8.0,,1.0,57.2,46,29,24,27,68,12,3.75,1.266,0.262,10.6,680704,2024
Patrick Sandoval,27,Los Angeles,16,16,2.0,8.0,,79.2,85,49,45,35,81,8,5.08,1.506,0.342,9.2,663776,2024
Cole Sands,26,Minnesota,62,0,9.0,1.0,4.0,71.1,59,30,26,12,85,6,3.28,0.995,0.291,10.7,663485,2024
Miguel San\xc3\xb3,31,Los Angeles,1,0,,,,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,593934,2024
Dennis Santana,28,"New York,Pittsburgh",62,0,3.0,1.0,3.0,71.2,57,33,31,21,69,4,3.89,1.088,0.282,8.7,642701,2024
Tony Santillan,27,Cincinnati,29,1,3.0,3.0,,30.0,21,11,10,9,46,4,3.0,1.0,0.27,13.8,663574,2024
Gregory Santos,24,Seattle,8,0,,1.0,,7.1,7,4,4,1,6,0,4.91,1.091,0.304,7.4,666619,2024
Tayler Saucedo,31,Seattle,53,0,2.0,,3.0,38.2,35,15,15,18,38,3,3.49,1.371,0.305,8.8,642048,2024
Matt Sauer,25,Kansas City,14,0,,,,16.1,23,14,14,11,9,3,7.71,2.082,0.333,5.0,669422,2024
Josh Sborz,30,Texas,17,0,2.0,2.0,,16.1,16,8,7,4,17,1,3.86,1.224,0.319,9.4,622250,2024
Max Scherzer,39,Texas,9,9,2.0,4.0,,43.1,40,20,19,10,40,7,3.95,1.154,0.277,8.3,453286,2024
Clarke Schmidt,28,New York,19,19,5.0,6.0,,97.1,82,38,34,37,102,10,3.14,1.223,0.29,9.4,657376,2024
John Schreiber,30,Kansas City,64,0,4.0,3.0,2.0,55.1,48,23,21,24,50,1,3.42,1.301,0.294,8.1,670167,2024
Spencer Schwellenbach,24,Atlanta,21,21,8.0,7.0,,123.2,106,49,46,23,127,14,3.35,1.043,0.28,9.2,680885,2024
Christian Scott,25,New York,9,9,,3.0,,47.1,45,24,24,12,39,8,4.56,1.204,0.276,7.4,681035,2024
Tanner Scott,29,"Miami,San Diego",77,0,9.0,6.0,22.0,76.1,47,20,14,38,91,3,1.65,1.114,0.256,10.7,656945,2024
Tayler Scott,32,Houston,62,1,7.0,3.0,,68.2,45,21,17,35,71,7,2.23,1.165,0.232,9.3,605463,2024
JP Sears,28,Oakland,32,32,11.0,13.0,,181.0,172,93,88,49,137,28,4.38,1.221,0.273,6.8,676664,2024
Colin Selby,26,"Baltimore,Kansas City",5,0,,,,7.0,3,3,2,4,5,0,2.57,1.0,0.167,6.4,681882,2024
Kodai Senga,31,New York,4,3,1.0,1.0,,10.1,8,9,9,8,13,2,7.84,1.548,0.261,11.3,673540,2024
Antonio Senzatela,29,Colorado,3,3,,1.0,,12.1,15,10,9,8,7,3,6.57,1.865,0.333,5.1,622608,2024
Luis Severino,30,New York,34,34,12.0,8.0,,198.2,183,95,85,66,174,25,3.85,1.253,0.286,7.9,622663,2024
Paul Sewald,34,Arizona,42,0,1.0,2.0,16.0,39.2,35,19,19,10,43,6,4.31,1.134,0.282,9.8,623149,2024
Bryan Shaw,36,Chicago,5,0,,1.0,,4.0,8,5,4,4,4,1,9.0,3.0,0.467,9.0,543766,2024
Chasen Shreve,33,Colorado,1,0,,,,1.0,1,0,0,0,0,0,0.0,1.0,0.25,0.0,592741,2024
Chase Shugart,27,Boston,6,0,,,1.0,8.2,8,4,4,3,8,1,4.15,1.269,0.292,8.3,663767,2024
Jared Shuster,25,Chicago,39,4,2.0,5.0,,73.1,74,38,35,33,56,9,4.3,1.459,0.291,6.9,694363,2024
Chase Silseth,24,Los Angeles,2,2,,1.0,,8.0,8,7,6,4,12,3,6.75,1.5,0.278,13.5,681217,2024
Lucas Sims,30,"Boston,Cincinnati",58,0,1.0,6.0,1.0,49.1,41,24,24,30,49,8,4.38,1.439,0.264,8.9,608371,2024
Brady Singer,27,Kansas City,33,32,9.0,13.0,,180.0,175,77,74,54,171,22,3.7,1.272,0.305,8.6,663903,2024
Paul Skenes,22,Pittsburgh,23,23,11.0,3.0,,133.0,94,31,29,32,170,10,1.96,0.947,0.284,11.5,694973,2024
Tarik Skubal,27,Detroit,34,34,19.0,5.0,,211.0,155,59,56,37,248,16,2.39,0.91,0.271,10.6,669373,2024
Justin Slaten,26,Boston,44,0,6.0,2.0,2.0,55.1,47,21,18,9,58,4,2.93,1.012,0.285,9.4,686580,2024
Burch Smith,34,"Baltimore,Miami",50,0,4.0,1.0,,56.1,64,34,31,12,46,6,4.95,1.349,0.337,7.3,572143,2024
Cade Smith,25,Cleveland,83,0,7.0,1.0,1.0,85.1,56,20,20,19,119,2,2.11,0.879,0.297,12.6,671922,2024
Dominic Smith,29,Boston,3,0,,,,3.0,2,0,0,1,0,0,0.0,1.0,0.2,0.0,642086,2024
Drew Smith,30,New York,19,0,1.0,1.0,2.0,17.2,18,7,6,9,23,2,3.06,1.528,0.356,11.7,622098,2024
Pavin Smith,28,Arizona,1,0,,,,1.0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,656976,2024
Will Smith,34,Kansas City,45,0,,4.0,1.0,41.1,45,31,30,15,29,7,6.53,1.452,0.292,6.3,519293,2024
AJ Smith-Shawver,21,Atlanta,2,2,,1.0,,5.2,7,3,3,2,5,1,4.76,1.588,0.333,7.9,700363,2024
Drew Smyly,35,Chicago,50,0,4.0,8.0,,58.2,57,29,25,25,56,10,3.84,1.398,0.292,8.6,592767,2024
Kirby Snead,29,Seattle,11,0,,,,10.1,12,5,5,7,7,0,4.35,1.839,0.353,6.1,669912,2024
Blake Snell,31,San Francisco,20,20,5.0,3.0,,104.0,65,38,36,44,145,6,3.12,1.048,0.266,12.5,605483,2024
Collin Snider,28,Seattle,42,0,3.0,4.0,,41.2,36,14,9,13,47,5,1.94,1.176,0.298,10.2,676092,2024
George Soriano,25,Miami,22,0,1.0,1.0,1.0,29.1,27,23,22,13,29,7,6.75,1.364,0.256,8.9,666277,2024
Jos\xc3\xa9 Soriano,25,Los Angeles,22,20,6.0,7.0,,113.0,91,50,43,45,97,8,3.42,1.204,0.27,7.7,667755,2024
Michael Soroka,26,Chicago,25,9,,10.0,,79.2,66,49,42,44,84,13,4.74,1.381,0.264,9.5,647336,2024
Gregory Soto,29,"Baltimore,Philadelphia",67,0,3.0,5.0,2.0,53.2,56,30,26,28,66,4,4.36,1.565,0.371,11.1,642397,2024
Alex Speas,26,Houston,1,0,,,,2.0,2,1,1,1,2,1,4.5,1.5,0.25,9.0,666208,2024
Gabe Speier,29,Seattle,29,0,,2.0,,23.2,19,15,15,14,33,2,5.7,1.394,0.327,12.5,642100,2024
Mitch Spence,26,Oakland,35,24,8.0,10.0,,151.1,165,79,77,44,126,20,4.58,1.381,0.319,7.5,687765,2024
Carson Spiers,26,Cincinnati,22,10,5.0,7.0,,90.2,112,59,55,27,80,20,5.46,1.533,0.331,7.9,686730,2024
Jeffrey Springs,31,Tampa Bay,7,7,2.0,2.0,,33.0,34,12,12,11,37,5,3.27,1.364,0.33,10.1,605488,2024
Ryne Stanek,32,"New York,Seattle",70,0,8.0,3.0,7.0,63.1,53,35,33,28,75,9,4.69,1.279,0.278,10.7,592773,2024
Josh Staumont,30,Minnesota,25,0,1.0,,,24.1,17,12,10,14,18,0,3.7,1.274,0.246,6.7,622251,2024
Justin Steele,28,Chicago,24,24,5.0,5.0,,134.2,111,54,46,37,135,12,3.07,1.099,0.273,9.0,657006,2024
Michael Stefanic,28,Los Angeles,1,0,,,,1.0,1,0,0,0,0,0,0.0,1.0,0.25,0.0,683021,2024
Jackson Stephens,30,Atlanta,3,0,,,,3.1,5,1,1,1,2,1,2.7,1.8,0.333,5.4,623451,2024
Justin Sterner,27,Tampa Bay,2,0,,,,4.0,5,2,1,1,4,0,2.25,1.5,0.357,9.0,686993,2024
Brock Stewart,32,Minnesota,16,0,,,,15.2,15,9,9,8,20,2,5.17,1.468,0.351,11.5,592779,2024
Gavin Stone,25,Los Angeles,25,25,11.0,5.0,,140.1,133,55,55,37,116,18,3.53,1.211,0.283,7.4,694813,2024
Matt Strahm,32,Philadelphia,69,0,6.0,2.0,3.0,64.2,40,18,17,11,80,5,2.37,0.789,0.241,11.1,621381,2024
Chris Stratton,33,Kansas City,57,0,4.0,3.0,4.0,58.1,53,38,36,33,44,5,5.55,1.474,0.281,6.8,608717,2024
Hunter Stratton,27,Pittsburgh,36,0,2.0,1.0,1.0,37.2,37,17,15,7,33,3,3.58,1.168,0.312,7.9,676702,2024
Hunter Strickland,35,Los Angeles,72,0,3.0,2.0,1.0,73.1,56,31,27,24,57,10,3.31,1.091,0.23,7.0,519326,2024
Spencer Strider,25,Atlanta,2,2,,,,9.0,10,7,7,5,12,2,7.0,1.667,0.348,12.0,675911,2024
Ross Stripling,34,Oakland,22,14,2.0,11.0,,85.1,109,65,57,22,49,7,6.01,1.535,0.339,5.2,548389,2024
Marcus Stroman,33,New York,30,29,10.0,9.0,1.0,154.2,167,81,74,60,113,19,4.31,1.468,0.312,6.6,573186,2024
Peter Strzelecki,29,Cleveland,10,0,,,,11.2,11,3,3,3,9,1,2.31,1.2,0.303,6.9,657265,2024
Garrett Stubbs,31,Philadelphia,4,0,,,,4.0,6,7,7,2,0,2,15.75,2.0,0.267,0.0,596117,2024
Albert Su\xc3\xa1rez,34,Baltimore,32,24,9.0,7.0,,133.2,130,56,55,43,108,17,3.7,1.294,0.29,7.3,544150,2024
Jos\xc3\xa9 Suarez,26,Los Angeles,22,3,1.0,2.0,1.0,52.1,57,38,35,27,56,7,6.02,1.605,0.342,9.6,660761,2024
Ranger Suarez,28,Philadelphia,28,28,12.0,8.0,,155.0,145,63,58,45,153,14,3.37,1.226,0.308,8.9,624133,2024
Robert Suarez,33,San Diego,68,0,9.0,3.0,38.0,68.1,53,21,20,16,61,7,2.63,1.01,0.25,8.0,663158,2024
Wander Suero,32,Houston,1,0,,1.0,,0.0,1,1,0,0,0,0,,,1.0,,593833,2024
Cole Sulser,34,"New York,Tampa Bay",10,2,1.0,,,16.1,9,5,5,9,15,1,2.76,1.102,0.2,8.3,642121,2024
Brent Suter,34,Cincinnati,47,3,1.0,,2.0,65.2,63,25,23,12,50,10,3.15,1.142,0.272,6.9,608718,2024
Erik Swanson,30,Toronto,44,0,2.0,2.0,,38.1,35,21,21,14,37,10,4.93,1.278,0.245,8.7,657024,2024
Jameson Taillon,32,Chicago,28,28,12.0,8.0,,165.1,154,67,60,33,125,21,3.27,1.131,0.271,6.8,592791,2024
Dillon Tate,30,"Baltimore,Toronto",33,0,2.0,1.0,1.0,36.2,42,21,19,12,27,2,4.66,1.473,0.336,6.6,622253,2024
Troy Taylor,22,Seattle,21,0,,,1.0,19.1,15,8,8,7,25,4,3.72,1.138,0.244,11.6,700187,2024
Julio Teheran,33,New York,1,1,,,,2.2,6,4,4,2,3,1,13.5,3.0,0.5,10.1,527054,2024
Rowdy Tellez,29,Pittsburgh,3,0,,,,2.2,5,2,2,1,0,0,6.75,2.25,0.417,0.0,642133,2024
Kai-Wei Teng,25,San Francisco,4,0,,,,11.0,15,12,12,8,7,2,9.82,2.091,0.351,5.7,678906,2024
Caleb Thielbar,37,Minnesota,59,0,2.0,4.0,3.0,47.1,50,33,28,24,53,6,5.32,1.563,0.333,10.1,573204,2024
Keegan Thompson,29,Chicago,24,0,2.0,1.0,2.0,30.1,19,12,9,18,36,3,2.67,1.22,0.232,10.7,624522,2024
Ryan Thompson,32,Arizona,67,0,7.0,5.0,2.0,66.1,64,26,24,15,52,5,3.26,1.191,0.299,7.1,657044,2024
Zack Thompson,26,St. Louis,5,2,,2.0,,17.0,24,18,18,8,20,6,9.53,1.882,0.375,10.6,668868,2024
Trent Thornton,30,Seattle,71,0,4.0,3.0,1.0,72.1,63,32,29,19,77,8,3.61,1.134,0.302,9.6,663423,2024
Drew Thorpe,23,Chicago,9,9,3.0,3.0,,44.1,35,29,27,21,25,8,5.48,1.263,0.201,5.1,689672,2024
Jes\xc3\xbas Tinoco,29,"Chicago,Miami,Texas",32,0,1.0,,3.0,40.2,27,15,15,12,42,3,3.32,0.959,0.235,9.3,622786,2024
Michael Tonkin,34,"Minnesota,New York",57,0,4.0,4.0,2.0,79.1,70,43,32,30,85,6,3.63,1.261,0.303,9.6,543859,2024
Justin Topa,33,Minnesota,3,0,,,,2.1,1,0,0,0,2,0,0.0,0.429,0.167,7.7,623437,2024
Luis Torrens,28,New York,1,0,,,,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,620443,2024
Touki Toussaint,28,Chicago,11,0,1.0,2.0,,23.0,35,19,19,18,26,3,7.43,2.304,0.464,10.2,657053,2024
Blake Treinen,36,Los Angeles,59,0,9.0,3.0,4.0,59.0,45,14,13,15,74,5,1.98,1.017,0.284,11.3,595014,2024
Jose Trevino,31,New York,2,0,,,,2.0,5,3,3,2,0,0,13.5,3.5,0.455,0.0,624431,2024
Cole Tucker,27,Los Angeles,1,0,,,,1.0,1,0,0,1,0,0,0.0,2.0,0.333,0.0,657061,2024
Spencer Turnbull,31,Philadelphia,17,7,3.0,,,54.1,37,17,16,20,58,6,2.65,1.049,0.233,9.6,605513,2024
Kyle Tyler,27,Miami,8,7,,2.0,,31.2,37,19,19,18,25,4,5.4,1.737,0.351,7.1,667725,2024
Edwin Uceta,26,Tampa Bay,30,0,2.0,,5.0,41.2,26,8,7,8,57,2,1.51,0.816,0.267,12.3,670955,2024
Jos\xc3\xa9 Ure\xc3\xb1a,32,Texas,33,9,5.0,8.0,1.0,109.0,105,51,46,39,70,13,3.8,1.321,0.275,5.8,570632,2024
Abner Uribe,24,Milwaukee,14,0,2.0,2.0,3.0,14.1,15,11,11,12,14,1,6.91,1.884,0.359,8.8,682842,2024
Naoyuki Uwasawa,30,Boston,2,0,,,,4.0,2,1,1,2,3,0,2.25,1.0,0.182,6.8,683822,2024
Framber Valdez,30,Houston,29,29,15.0,8.0,,180.2,147,63,60,57,172,13,2.99,1.129,0.283,8.6,664285,2024
Ricky Vanasco,25,"Detroit,Los Angeles",4,0,1.0,,,4.0,3,3,3,0,1,0,6.75,0.75,0.214,2.3,676568,2024
Ildemaro Vargas,32,Washington,2,0,,,,2.0,3,1,1,0,0,1,4.5,1.5,0.286,0.0,545121,2024
Gus Varland,27,"Chicago,Los Angeles",26,0,1.0,,,26.1,30,12,10,8,27,2,3.42,1.443,0.364,9.2,681402,2024
Louis Varland,26,Minnesota,16,7,,6.0,,49.2,68,44,42,16,49,12,7.61,1.691,0.359,8.9,686973,2024
Randy V\xc3\xa1squez,25,San Diego,20,20,4.0,7.0,,98.0,119,56,53,29,62,13,4.87,1.51,0.333,5.7,681190,2024
Anthony Veneziano,26,"Kansas City,Miami",12,0,1.0,,,13.1,16,7,5,3,14,1,3.38,1.425,0.385,9.5,685107,2024
Justin Verlander,41,Houston,17,17,5.0,6.0,,90.1,98,56,55,27,74,15,5.48,1.384,0.303,7.4,434378,2024
Alex Vesia,28,Los Angeles,74,0,5.0,4.0,6.0,72.0,35,19,13,35,93,7,1.63,0.972,0.196,11.6,681911,2024
Nick Vespi,28,Baltimore,11,0,,,,12.1,10,4,4,3,9,1,2.92,1.054,0.25,6.6,663989,2024
Will Vest,29,Detroit,75,0,4.0,4.0,3.0,76.1,64,24,23,18,72,3,2.71,1.074,0.286,8.5,676684,2024
Thyago Vieira,31,"Arizona,Baltimore,Milwaukee",28,0,,1.0,1.0,38.0,37,23,22,26,39,8,5.21,1.658,0.284,9.2,600986,2024
Eli Villalobos,27,Miami,3,0,,,,4.1,3,1,1,2,3,1,2.08,1.154,0.167,6.2,681871,2024
Darius Vines,26,Atlanta,4,2,,1.0,,13.2,21,14,13,4,9,4,8.56,1.829,0.354,5.9,670241,2024
Victor Vodnik,24,Colorado,64,0,5.0,4.0,9.0,73.2,72,37,35,37,65,7,4.28,1.48,0.311,7.9,680767,2024
Austin Voth,32,Seattle,68,0,2.0,5.0,,61.0,46,31,25,18,61,9,3.69,1.049,0.237,9.0,608723,2024
Michael Wacha,32,Kansas City,31,31,13.0,9.0,,175.1,164,70,67,49,150,18,3.44,1.215,0.295,7.7,608379,2024
Jacob Waguespack,30,Tampa Bay,4,1,,,,10.0,13,7,6,10,11,1,5.4,2.3,0.414,9.9,621097,2024
Hurston Waldrep,22,Atlanta,2,2,,1.0,,7.0,9,13,13,8,3,3,16.71,2.429,0.286,3.9,694462,2024
Matt Waldron,27,San Diego,27,26,7.0,11.0,,146.2,145,84,80,40,133,21,4.91,1.261,0.297,8.2,663362,2024
Josh Walker,29,New York,10,0,,,,12.1,13,7,7,6,11,1,5.11,1.541,0.324,8.0,677020,2024
Ryan Walker,28,San Francisco,76,1,10.0,4.0,10.0,80.0,50,19,17,18,99,5,1.91,0.85,0.256,11.1,676254,2024
Taijuan Walker,31,Philadelphia,19,15,3.0,7.0,,83.2,107,68,66,37,58,24,7.1,1.721,0.32,6.2,592836,2024
Matt Wallner,26,Minnesota,1,0,,,,1.1,2,0,0,0,0,0,0.0,1.5,0.333,0.0,670242,2024
Blake Walston,23,Arizona,7,2,1.0,,,18.1,16,12,9,10,18,4,4.42,1.418,0.25,8.8,686796,2024
Andrew Walters,23,Cleveland,13,1,1.0,,,11.2,2,2,1,7,10,0,0.77,0.771,0.074,7.7,689958,2024
Donovan Walton,30,San Francisco,1,0,,,,1.0,2,0,0,0,0,0,0.0,2.0,0.4,0.0,622268,2024
Andrew Wantz,28,Los Angeles,1,0,,,,1.1,1,1,1,1,3,1,6.75,1.5,0.0,20.3,681806,2024
Austin Warren,28,San Francisco,6,0,,,,10.2,9,2,2,5,7,1,1.69,1.313,0.276,5.9,681810,2024
Will Warren,25,New York,6,5,,3.0,,22.2,33,27,26,10,29,5,10.32,1.897,0.438,11.5,701542,2024
Ryan Weathers,24,Miami,16,16,5.0,6.0,,86.2,78,39,35,24,80,11,3.63,1.177,0.277,8.3,677960,2024
Luke Weaver,30,New York,74,0,8.0,3.0,8.0,99.1,60,31,30,28,119,12,2.72,0.886,0.217,10.8,596133,2024
Jacob Webb,30,Baltimore,61,0,2.0,5.0,2.0,57.1,40,23,19,28,60,4,2.98,1.186,0.245,9.4,657097,2024
Logan Webb,27,San Francisco,33,33,13.0,10.0,,204.2,202,83,79,50,172,11,3.47,1.231,0.316,7.6,657277,2024
Jordan Weems,31,Washington,41,0,1.0,1.0,,41.2,49,35,31,24,35,7,6.7,1.752,0.328,7.6,607179,2024
Greg Weissert,29,Boston,62,0,4.0,2.0,1.0,63.1,65,32,22,20,58,7,3.13,1.342,0.328,8.2,669711,2024
Tyler Wells,29,Baltimore,3,3,,2.0,,15.1,18,11,10,3,13,3,5.87,1.37,0.313,7.6,669330,2024
Joey Wentz,26,"Detroit,Pittsburgh",46,1,1.0,2.0,1.0,67.1,66,37,35,33,73,8,4.68,1.47,0.314,9.8,666214,2024
Hayden Wesneski,26,Chicago,28,7,3.0,6.0,,67.2,56,37,29,21,67,12,3.86,1.138,0.243,8.9,669713,2024
Zack Wheeler,34,Philadelphia,33,33,16.0,7.0,,207.0,140,62,57,56,233,20,2.48,0.947,0.243,10.1,554430,2024
Mitch White,29,"Milwaukee,San Francisco,Toronto",13,0,1.0,1.0,,23.2,26,21,19,13,13,4,7.23,1.648,0.286,4.9,669952,2024
Owen White,24,Texas,3,0,,,,3.0,9,8,8,1,0,1,24.0,3.333,0.5,0.0,669391,2024
Forrest Whitley,26,Houston,3,0,,,,3.1,5,2,0,3,5,0,0.0,2.4,0.455,13.5,666215,2024
Garrett Whitlock,28,Boston,4,4,1.0,,,18.1,14,4,4,7,17,1,1.96,1.145,0.271,8.3,676477,2024
Jordan Wicks,24,Chicago,11,10,2.0,4.0,,46.0,55,31,28,20,42,9,5.48,1.63,0.333,8.2,696136,2024
Devin Williams,29,Milwaukee,24,0,1.0,1.0,15.0,23.1,13,7,7,12,39,2,2.7,1.071,0.262,15.0,642207,2024
Gavin Williams,24,Cleveland,17,17,3.0,10.0,,78.1,75,45,44,32,83,9,5.06,1.366,0.308,9.5,668909,2024
Luke Williams,27,Atlanta,3,0,,,,4.0,5,2,2,1,0,0,4.5,1.5,0.294,0.0,663897,2024
Trevor Williams,32,Washington,13,13,6.0,1.0,,66.2,51,17,15,18,59,3,2.03,1.035,0.267,8.0,592866,2024
Brandon Williamson,26,Cincinnati,4,3,,,,14.1,10,7,6,5,12,4,3.77,1.047,0.167,7.5,682227,2024
